feature,min_rank_small,min_rank_medium,min_rank_large,min_rank_xlarge,avg_rank,max_rank,min_rank_overall
total_weighted_mean_cabin,10.0,11.0,25.0,49.0,23.75,49.0,10.0
legs1_arrivalAt_day_period,31.0,31.0,32.0,4.0,24.5,32.0,4.0
price_minus_fee,19.0,23.0,27.0,30.0,24.75,30.0,19.0
legs1_departureAt_hour,34.0,27.0,19.0,19.0,24.75,34.0,19.0
total_num_transfers_rank,6.0,4.0,7.0,83.0,25.0,83.0,4.0
companyID_loo_mean_legs1_departureAt_hour,26.0,25.0,26.0,27.0,26.0,27.0,25.0
legs0_num_transfers_rank,3.0,6.0,37.0,59.0,26.25,59.0,3.0
has_fees,27.0,21.0,43.0,14.0,26.25,43.0,14.0
legs1_weighted_mean_cabin,12.0,10.0,63.0,24.0,27.25,63.0,10.0
legs1_segments0_flightNumber,51.0,39.0,20.0,3.0,28.25,51.0,3.0
is_major_carrier,14.0,24.0,44.0,33.0,28.75,44.0,14.0
total_duration,24.0,20.0,21.0,51.0,29.0,51.0,20.0
tax_rate,28.0,29.0,32.0,28.0,29.25,32.0,28.0
baggage_total,37.0,51.0,27.0,3.0,29.5,51.0,3.0
miniRules1_monetaryAmount,17.0,41.0,34.0,34.0,31.5,41.0,17.0
companyID_loo_mean_total_num_transfers,27.0,30.0,33.0,36.0,31.5,36.0,27.0
companyID_loo_mean_totalPrice,29.0,33.0,34.0,31.0,31.75,34.0,29.0
companyID_loo_selected_count,34.0,32.0,36.0,25.0,31.75,36.0,25.0
legs0_segments0_baggageAllowance_weightMeasurementType,30.0,45.0,14.0,39.0,32.0,45.0,14.0
duration_ratio,42.0,26.0,18.0,43.0,32.25,43.0,18.0
companyID_total_occurrences,30.0,28.0,38.0,35.0,32.75,38.0,28.0
legs1_main_carrier,40.0,28.0,33.0,31.0,33.0,40.0,28.0
legs1_mean_cabin,11.0,17.0,90.0,16.0,33.5,90.0,11.0
legs1_arrivalAt_hour,44.0,40.0,37.0,14.0,33.75,44.0,14.0
legs0_segments0_duration_rank,43.0,27.0,28.0,40.0,34.5,43.0,27.0
leg0_flight_view_count,32.0,27.0,36.0,44.0,34.75,44.0,27.0
group_size_log,38.0,34.0,30.0,37.0,34.75,38.0,30.0
legs0_duration_rank,45.0,24.0,29.0,42.0,35.0,45.0,24.0
companyID_loo_mean_legs1_duration,35.0,36.0,41.0,32.0,36.0,41.0,32.0
legs1_segments0_baggageAllowance_quantity,75.0,37.0,31.0,1.0,36.0,75.0,1.0
companyID_loo_mean_legs0_duration,36.0,35.0,39.0,34.0,36.0,39.0,34.0
companyID_loo_mean_cabin_class,37.0,31.0,35.0,41.0,36.0,41.0,31.0
miniRules1_statusInfos,28.0,29.0,72.0,15.0,36.0,72.0,15.0
isVip,26.0,38.0,25.0,56.0,36.25,56.0,25.0
legs1_duration,23.0,22.0,29.0,72.0,36.5,72.0,22.0
legs0_duration,25.0,26.0,28.0,69.0,37.0,69.0,25.0
leg1_view_diff_mean,66.0,42.0,25.0,16.0,37.25,66.0,16.0
total_fees,35.0,40.0,42.0,32.0,37.25,42.0,32.0
legs1_segments0_marketingCarrier_code,38.0,25.0,50.0,37.0,37.5,50.0,25.0
legs0_segments0_key_view_count,40.0,60.0,19.0,40.0,39.75,60.0,19.0
isAccess3D,9.0,36.0,20.0,97.0,40.5,97.0,9.0
legs0_departureAt_business_time,87.0,47.0,13.0,15.0,40.5,87.0,13.0
corporateTariffCode,29.0,46.0,44.0,46.0,41.25,46.0,29.0
legs0_segments0_seatsAvailable,46.0,38.0,42.0,39.0,41.25,46.0,38.0
carrier1_pop,66.0,39.0,41.0,21.0,41.75,66.0,21.0
legs1_departureAt_business_time,60.0,14.0,29.0,69.0,43.0,69.0,14.0
has_baggage,21.0,40.0,61.0,50.0,43.0,61.0,21.0
all_flight_view_count,20.0,54.0,57.0,43.0,43.5,57.0,20.0
legs0_departureAt_day_period,84.0,50.0,22.0,19.0,43.75,84.0,19.0
totalPrice,47.0,41.0,47.0,47.0,45.5,47.0,41.0
legs0_matched_duration_sum_rank,47.0,45.0,39.0,52.0,45.75,52.0,39.0
days_between_departure_arrival,59.0,48.0,45.0,33.0,46.25,59.0,33.0
taxes,39.0,43.0,49.0,55.0,46.5,55.0,39.0
legs1_duration_rank,65.0,44.0,40.0,38.0,46.75,65.0,38.0
legs0_arrivalAt_day_period,79.0,60.0,24.0,28.0,47.75,79.0,24.0
legs1_matched_duration_sum_rank,45.0,34.0,59.0,60.0,49.5,60.0,34.0
legs1_max_duration_cabin,33.0,23.0,87.0,55.0,49.5,87.0,23.0
leg0_view_norm,39.0,55.0,73.0,32.0,49.75,73.0,32.0
total_fees_rank,59.0,47.0,46.0,48.0,50.0,59.0,46.0
leg1_flight_view_count,71.0,51.0,45.0,33.0,50.0,71.0,33.0
carrier_pop_product,56.0,84.0,47.0,13.0,50.0,84.0,13.0
legs1_segments0_duration_rank,69.0,45.0,43.0,44.0,50.25,69.0,43.0
legs0_segments0_aircraft_code,48.0,50.0,48.0,56.0,50.5,56.0,48.0
searchRoute,33.0,57.0,62.0,55.0,51.75,62.0,33.0
unmatched_duration,41.0,53.0,55.0,59.0,52.0,59.0,41.0
legs0_arrivalAt_weekday,56.0,51.0,50.0,54.0,52.75,56.0,50.0
legs0_departureAt_weekday,57.0,52.0,53.0,50.0,53.0,57.0,50.0
legs1_segments0_key_view_count,67.0,64.0,27.0,65.0,55.75,67.0,27.0
total_duration_fastest,17.0,16.0,115.0,76.0,56.0,115.0,16.0
free_exchange,2.0,24.0,44.0,155.0,56.25,155.0,2.0
legs1_segments0_seatsAvailable,72.0,56.0,52.0,45.0,56.25,72.0,45.0
legs0_segments1_key_view_count,86.0,78.0,41.0,25.0,57.5,86.0,25.0
carrier0_pop,45.0,98.0,76.0,12.0,57.75,98.0,12.0
legs0_segments0_duration,44.0,58.0,66.0,65.0,58.25,66.0,44.0
leg1_view_norm,91.0,49.0,52.0,42.0,58.5,91.0,42.0
legs0_segments1_flightNumber,70.0,58.0,60.0,47.0,58.75,70.0,47.0
legs0_segments0_marketingCarrier_code,62.0,59.0,89.0,30.0,60.0,89.0,30.0
free_cancel,7.0,65.0,31.0,139.0,60.5,139.0,7.0
all_flight_view_count_rank,68.0,65.0,59.0,58.0,62.5,68.0,58.0
legs1_segments0_aircraft_code,76.0,62.0,58.0,58.0,63.5,76.0,58.0
legs0_segments0_operatingCarrier_code,67.0,57.0,71.0,60.0,63.75,71.0,57.0
legs0_main_carrier,67.0,58.0,80.0,51.0,64.0,80.0,51.0
legs1_segments0_operatingCarrier_code,69.0,32.0,58.0,99.0,64.5,99.0,32.0
legs1_segments0_duration,73.0,70.0,53.0,64.0,65.0,73.0,53.0
legs0_segments1_duration,63.0,74.0,82.0,43.0,65.5,82.0,43.0
legs1_departureAt_weekday,91.0,69.0,56.0,49.0,66.25,91.0,49.0
legs1_segments1_departureFrom_airport_iata,62.0,16.0,14.0,174.0,66.5,174.0,14.0
all_view_norm,46.0,79.0,66.0,78.0,67.25,79.0,46.0
legs1_arrivalAt_weekday,77.0,75.0,64.0,53.0,67.25,77.0,53.0
legs1_segments1_duration,133.0,47.0,37.0,57.0,68.5,133.0,37.0
legs1_segments0_cabinClass,141.0,37.0,79.0,18.0,68.75,141.0,18.0
legs0_segments1_arrivalTo_airport_city_iata,101.0,23.0,150.0,1.0,68.75,150.0,1.0
legs0_segments0_operatingCarrier_code_in_ff,39.0,87.0,49.0,103.0,69.5,103.0,39.0
legs0_segments0_arrivalTo_airport_iata,54.0,63.0,70.0,93.0,70.0,93.0,54.0
legs0_segments0_key_view_count_rank,64.0,66.0,74.0,78.0,70.5,78.0,64.0
legs0_segments0_arrivalTo_airport_city_iata,55.0,68.0,83.0,79.0,71.25,83.0,55.0
legs0_segments1_baggageAllowance_quantity,56.0,179.0,26.0,26.0,71.75,179.0,26.0
legs0_matched_duration_sum,74.0,76.0,77.0,66.0,73.25,77.0,66.0
legs0_segments0_departureFrom_airport_iata,50.0,67.0,76.0,101.0,73.5,101.0,50.0
legs0_segments1_arrivalTo_airport_iata,98.0,29.0,150.0,17.0,73.5,150.0,17.0
legs1_segments1_flightNumber,116.0,41.0,101.0,38.0,74.0,116.0,38.0
is_vip_freq,38.0,34.0,124.0,109.0,76.25,124.0,34.0
legs1_segments0_departureFrom_airport_iata,75.0,74.0,79.0,81.0,77.25,81.0,74.0
legs0_segments2_duration_rank,19.0,76.0,40.0,178.0,78.25,178.0,19.0
miniRules0_statusInfos,55.0,66.0,88.0,106.0,78.75,106.0,55.0
legs0_segments0_marketingCarrier_code_in_ff,88.0,36.0,132.0,65.0,80.25,132.0,36.0
legs1_segments0_key_view_count_rank,108.0,77.0,82.0,56.0,80.75,108.0,56.0
legs1_arrivalAt_business_time,64.0,109.0,98.0,53.0,81.0,109.0,53.0
leg0_flight_view_count_rank,82.0,80.0,78.0,85.0,81.25,85.0,78.0
legs0_arrivalAt_business_time,93.0,81.0,75.0,76.0,81.25,93.0,75.0
all_matched_duration_sum,89.0,88.0,87.0,63.0,81.75,89.0,63.0
is_cheapest,29.0,38.0,127.0,153.0,86.75,153.0,29.0
legs1_matched_duration_sum,115.0,86.0,85.0,70.0,89.0,115.0,70.0
nationality,79.0,92.0,58.0,131.0,90.0,131.0,58.0
n_ff_programs,99.0,92.0,88.0,82.0,90.25,99.0,82.0
legs1_segments0_arrivalTo_airport_iata,102.0,84.0,89.0,87.0,90.5,102.0,84.0
legs1_segments0_arrivalTo_airport_city_iata,100.0,90.0,95.0,80.0,91.25,100.0,80.0
sex,103.0,96.0,90.0,86.0,93.75,103.0,86.0
legs1_duration_fastest,69.0,62.0,119.0,130.0,95.0,130.0,62.0
legs0_duration_fastest,24.0,124.0,111.0,122.0,95.25,124.0,24.0
has_frequentFlyer,76.0,82.0,75.0,149.0,95.5,149.0,75.0
leg1_flight_view_count_rank,123.0,97.0,91.0,75.0,96.5,123.0,75.0
legs1_departureAt_is_weekend,91.0,89.0,107.0,115.0,100.5,115.0,89.0
legs1_segments1_duration_rank,64.0,128.0,114.0,106.0,103.0,128.0,64.0
legs1_segments0_marketingCarrier_code_in_ff,111.0,121.0,93.0,90.0,103.75,121.0,90.0
legs0_segments1_key_view_count_rank,108.0,97.0,77.0,137.0,104.75,137.0,77.0
legs1_segments1_baggageAllowance_quantity,95.0,95.0,62.0,169.0,105.25,169.0,62.0
legs1_segments2_duration_rank,192.0,91.0,70.0,70.0,105.75,192.0,70.0
legs1_segments2_key_view_count_rank,197.0,30.0,123.0,73.0,105.75,197.0,30.0
is_legs0_legs1_cabin_same,61.0,72.0,152.0,141.0,106.5,152.0,61.0
legs1_arrivalAt_is_weekend,72.0,142.0,140.0,78.0,108.0,142.0,72.0
legs0_segments1_operatingCarrier_code,88.0,172.0,63.0,112.0,108.75,172.0,63.0
legs0_segments1_duration_rank,92.0,112.0,113.0,118.0,108.75,118.0,92.0
legs0_departureAt_is_weekend,144.0,87.0,131.0,89.0,112.75,144.0,87.0
legs1_segments1_aircraft_code,153.0,82.0,53.0,165.0,113.25,165.0,53.0
legs1_segments1_key_view_count_rank,96.0,96.0,121.0,142.0,113.75,142.0,96.0
legs1_segments0_operatingCarrier_code_in_ff,140.0,139.0,113.0,75.0,116.75,140.0,75.0
is_max_duration_cabin_same,28.0,186.0,128.0,145.0,121.75,186.0,28.0
legs0_arrivalAt_is_weekend,142.0,109.0,130.0,118.0,124.75,142.0,109.0
legs0_segments1_seatsAvailable,109.0,161.0,59.0,172.0,125.25,172.0,59.0
legs0_segments1_aircraft_code,106.0,149.0,135.0,173.0,140.75,173.0,106.0
legs0_is_direct,2.0,9999.0,3.0,29.0,2508.25,9999.0,2.0
legs1_segments1_marketingCarrier_code,48.0,66.0,46.0,9999.0,2539.75,9999.0,46.0
is_popular_route,114.0,35.0,20.0,9999.0,2542.0,9999.0,20.0
legs0_segments2_key_view_count_rank,23.0,115.0,46.0,9999.0,2545.75,9999.0,23.0
legs1_segments1_operatingCarrier_code,65.0,151.0,10.0,9999.0,2556.25,9999.0,10.0
legs1_segments1_cabinClass,27.0,167.0,40.0,9999.0,2558.25,9999.0,27.0
legs1_segments1_key_view_count,134.0,70.0,74.0,9999.0,2569.25,9999.0,70.0
legs1_segments1_baggageAllowance_weightMeasurementType,222.0,32.0,28.0,9999.0,2570.25,9999.0,28.0
legs1_segments1_arrivalTo_airport_city_iata,112.0,17.0,179.0,9999.0,2576.75,9999.0,17.0
legs1_segments1_arrivalTo_airport_iata,146.0,81.0,109.0,9999.0,2583.75,9999.0,81.0
legs1_segments0_baggageAllowance_weightMeasurementType,117.0,33.0,197.0,9999.0,2586.5,9999.0,33.0
legs1_segments1_seatsAvailable,149.0,173.0,26.0,9999.0,2586.75,9999.0,26.0
legs1_segments1_marketingCarrier_code_in_ff,93.0,73.0,196.0,9999.0,2590.25,9999.0,73.0
legs0_segments1_departureFrom_airport_iata,43.0,144.0,185.0,9999.0,2592.75,9999.0,43.0
companyID_mode_cabin_class,32.0,193.0,183.0,9999.0,2601.75,9999.0,32.0
legs0_segments1_marketingCarrier_code,40.0,178.0,199.0,9999.0,2604.0,9999.0,40.0
legs0_segments1_cabinClass,52.0,195.0,202.0,9999.0,2612.0,9999.0,52.0
companyID_mode_transfer_num,87.0,195.0,203.0,9999.0,2621.0,9999.0,87.0
legs0_segments1_marketingCarrier_code_in_ff,130.0,182.0,191.0,9999.0,2625.5,9999.0,130.0
companyID_mode_has_transfer,154.0,176.0,176.0,9999.0,2626.25,9999.0,154.0
legs0_segments1_operatingCarrier_code_in_ff,136.0,192.0,187.0,9999.0,2628.5,9999.0,136.0
legs1_segments2_duration,214.0,201.0,198.0,9999.0,2653.0,9999.0,198.0
legs0_segments1_baggageAllowance_weightMeasurementType,70.0,9999.0,9999.0,20.0,5022.0,9999.0,20.0
legs0_segments2_seatsAvailable,18.0,200.0,9999.0,9999.0,5054.0,9999.0,18.0
legs1_segments2_operatingCarrier_code,222.0,28.0,9999.0,9999.0,5062.0,9999.0,28.0
legs1_segments2_baggageAllowance_quantity,219.0,9999.0,94.0,9999.0,5077.75,9999.0,94.0
legs1_segments1_operatingCarrier_code_in_ff,193.0,120.0,9999.0,9999.0,5077.75,9999.0,120.0
legs0_segments2_flightNumber,203.0,193.0,9999.0,9999.0,5098.5,9999.0,193.0
legs1_segments2_marketingCarrier_code,9999.0,201.0,199.0,9999.0,5099.5,9999.0,199.0
legs1_segments2_flightNumber,208.0,9999.0,204.0,9999.0,5102.5,9999.0,204.0
is_round_trip,9999.0,9999.0,4.0,9999.0,7500.25,9999.0,4.0
legs0_all_segments_carrier_same,21.0,9999.0,9999.0,9999.0,7504.5,9999.0,21.0
legs1_num_transfers,30.0,9999.0,9999.0,9999.0,7506.75,9999.0,30.0
legs1_is_direct,44.0,9999.0,9999.0,9999.0,7510.25,9999.0,44.0
legs1_segments2_marketingCarrier_code_in_ff,9999.0,9999.0,45.0,9999.0,7510.5,9999.0,45.0
legs0_num_transfers,66.0,9999.0,9999.0,9999.0,7515.75,9999.0,66.0
legs1_segments2_operatingCarrier_code_in_ff,9999.0,9999.0,69.0,9999.0,7516.5,9999.0,69.0
legs0_segments2_key_view_count,104.0,9999.0,9999.0,9999.0,7525.25,9999.0,104.0
legs0_segments2_cabinClass,118.0,9999.0,9999.0,9999.0,7528.75,9999.0,118.0
legs0_segments2_arrivalTo_airport_city_iata,132.0,9999.0,9999.0,9999.0,7532.25,9999.0,132.0
legs1_segments2_aircraft_code,169.0,9999.0,9999.0,9999.0,7541.5,9999.0,169.0
legs1_segments2_departureFrom_airport_iata,9999.0,9999.0,182.0,9999.0,7544.75,9999.0,182.0
legs1_segments2_cabinClass,185.0,9999.0,9999.0,9999.0,7545.5,9999.0,185.0
legs1_segments2_key_view_count,193.0,9999.0,9999.0,9999.0,7547.5,9999.0,193.0
legs0_segments2_aircraft_code,194.0,9999.0,9999.0,9999.0,7547.75,9999.0,194.0
legs0_segments2_departureFrom_airport_iata,196.0,9999.0,9999.0,9999.0,7548.25,9999.0,196.0
legs0_segments2_baggageAllowance_quantity,198.0,9999.0,9999.0,9999.0,7548.75,9999.0,198.0
legs0_segments2_marketingCarrier_code,200.0,9999.0,9999.0,9999.0,7549.25,9999.0,200.0
legs0_segments2_duration,201.0,9999.0,9999.0,9999.0,7549.5,9999.0,201.0
legs0_segments2_marketingCarrier_code_in_ff,203.0,9999.0,9999.0,9999.0,7550.0,9999.0,203.0
legs0_segments2_operatingCarrier_code_in_ff,204.0,9999.0,9999.0,9999.0,7550.25,9999.0,204.0
legs1_all_segments_carrier_same,205.0,9999.0,9999.0,9999.0,7550.5,9999.0,205.0
legs0_segments2_operatingCarrier_code,207.0,9999.0,9999.0,9999.0,7551.0,9999.0,207.0
legs0_segments2_arrivalTo_airport_iata,210.0,9999.0,9999.0,9999.0,7551.75,9999.0,210.0
legs0_segments2_baggageAllowance_weightMeasurementType,221.0,9999.0,9999.0,9999.0,7554.5,9999.0,221.0
legs0_segments3_duration_rank,228.0,9999.0,9999.0,9999.0,7556.25,9999.0,228.0
legs1_segments2_seatsAvailable,229.0,9999.0,9999.0,9999.0,7556.5,9999.0,229.0
legs0_segments3_cabinClass,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
has_corporate_tariff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_duration,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
pricingInfo_passengerCount,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_departureFrom_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_baggageAllowance_quantity,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
bySelf,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_marketingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_marketingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_operatingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_key_view_count_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_arrivalTo_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_arrivalTo_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_aircraft_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_arrivalTo_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_aircraft_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_operatingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_operatingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_marketingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_operatingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_duration,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_flightNumber,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_key_view_count,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_key_view_count_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_marketingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_baggageAllowance_quantity,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_flightNumber,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_seatsAvailable,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_key_view_count,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_duration_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_cabinClass,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_departureFrom_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_seatsAvailable,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
