feature,min_rank_small,min_rank_medium,min_rank_large,min_rank_xlarge,avg_rank,max_rank,min_rank_overall
legs0_segments0_duration_rank,54.0,46.0,48.0,55.0,50.75,55.0,46.0
legs1_matched_duration_sum_rank,40.0,55.0,55.0,53.0,50.75,55.0,40.0
legs1_segments0_baggageAllowance_quantity,45.0,34.0,20.0,106.0,51.25,106.0,20.0
legs1_segments0_departureFrom_airport_iata,70.0,61.0,52.0,27.0,52.5,70.0,27.0
legs1_segments0_cabinClass,105.0,46.0,42.0,17.0,52.5,105.0,17.0
legs1_segments0_aircraft_code,65.0,49.0,46.0,50.0,52.5,65.0,46.0
legs0_arrivalAt_weekday,57.0,51.0,49.0,54.0,52.75,57.0,49.0
legs0_matched_duration_sum_rank,51.0,57.0,52.0,52.0,53.0,57.0,51.0
legs1_departureAt_business_time,52.0,30.0,69.0,64.0,53.75,69.0,30.0
legs0_segments0_departureFrom_airport_iata,47.0,54.0,59.0,55.0,53.75,59.0,47.0
miniRules0_statusInfos,14.0,34.0,40.0,128.0,54.0,128.0,14.0
legs1_duration,43.0,86.0,33.0,56.0,54.5,86.0,33.0
miniRules0_monetaryAmount,48.0,90.0,74.0,10.0,55.5,90.0,10.0
miniRules1_statusInfos,21.0,22.0,110.0,71.0,56.0,110.0,21.0
legs1_duration_rank,48.0,65.0,51.0,61.0,56.25,65.0,48.0
legs1_segments0_arrivalTo_airport_iata,78.0,45.0,37.0,73.0,58.25,78.0,37.0
legs0_segments0_duration,39.0,58.0,67.0,70.0,58.5,70.0,39.0
legs1_segments0_duration_rank,81.0,53.0,51.0,51.0,59.0,81.0,51.0
legs0_duration_rank,61.0,61.0,56.0,60.0,59.5,61.0,56.0
duration_rank,63.0,64.0,69.0,46.0,60.5,69.0,46.0
legs1_segments0_duration,66.0,60.0,54.0,66.0,61.5,66.0,54.0
legs1_segments0_arrivalTo_airport_city_iata,75.0,68.0,49.0,54.0,61.5,75.0,49.0
legs1_departureAt_weekday,83.0,67.0,60.0,44.0,63.5,83.0,44.0
legs0_segments0_arrivalTo_airport_city_iata,53.0,51.0,62.0,91.0,64.25,91.0,51.0
legs1_arrivalAt_weekday,87.0,70.0,55.0,46.0,64.5,87.0,46.0
all_matched_duration_sum,68.0,57.0,75.0,65.0,66.25,75.0,57.0
legs0_arrivalAt_business_time,79.0,65.0,61.0,62.0,66.75,79.0,61.0
legs1_arrivalAt_business_time,44.0,91.0,77.0,56.0,67.0,91.0,44.0
is_cheapest,20.0,6.0,142.0,113.0,70.25,142.0,6.0
legs0_matched_duration_sum,62.0,71.0,75.0,75.0,70.75,75.0,62.0
nationality,55.0,64.0,93.0,75.0,71.75,93.0,55.0
legs0_arrivalAt_is_weekend,88.0,85.0,31.0,88.0,73.0,88.0,31.0
legs0_segments1_flightNumber,58.0,105.0,105.0,26.0,73.5,105.0,26.0
log_duration_times_isVip,82.0,88.0,70.0,61.0,75.25,88.0,61.0
totalPrice,75.0,75.0,86.0,72.0,77.0,86.0,72.0
sex,92.0,74.0,74.0,73.0,78.25,92.0,73.0
n_ff_programs,84.0,81.0,79.0,74.0,79.5,84.0,74.0
legs0_segments0_baggageAllowance_weightMeasurementType,18.0,157.0,15.0,129.0,79.75,157.0,15.0
legs0_segments0_marketingCarrier_code,47.0,52.0,76.0,145.0,80.0,145.0,47.0
legs1_segments0_operatingCarrier_code_in_ff,112.0,72.0,33.0,105.0,80.5,112.0,33.0
legs0_departureAt_is_weekend,145.0,33.0,78.0,74.0,82.5,145.0,33.0
is_max_duration_cabin_same,34.0,132.0,139.0,30.0,83.75,139.0,30.0
legs1_matched_duration_sum,102.0,84.0,80.0,72.0,84.5,102.0,72.0
has_frequentFlyer,71.0,60.0,107.0,104.0,85.5,107.0,60.0
is_legs0_legs1_cabin_same,101.0,92.0,78.0,79.0,87.5,101.0,78.0
legs1_departureAt_is_weekend,83.0,70.0,89.0,112.0,88.5,112.0,70.0
legs1_arrivalAt_is_weekend,134.0,107.0,53.0,62.0,89.0,134.0,53.0
legs1_segments1_duration_rank,124.0,115.0,120.0,12.0,92.75,124.0,12.0
legs0_segments0_marketingCarrier_code_in_ff,78.0,153.0,135.0,20.0,96.5,153.0,20.0
legs1_segments1_seatsAvailable,119.0,125.0,150.0,19.0,103.25,150.0,19.0
legs0_segments1_baggageAllowance_quantity,73.0,133.0,97.0,118.0,105.25,133.0,73.0
legs0_segments1_marketingCarrier_code,39.0,141.0,95.0,153.0,107.0,153.0,39.0
legs0_segments1_aircraft_code,85.0,106.0,104.0,135.0,107.5,135.0,85.0
legs0_segments1_duration_rank,72.0,116.0,116.0,130.0,108.5,130.0,72.0
legs0_segments1_duration,71.0,107.0,118.0,138.0,108.5,138.0,71.0
legs1_segments1_flightNumber,103.0,104.0,108.0,133.0,112.0,133.0,103.0
legs0_segments1_arrivalTo_airport_city_iata,86.0,114.0,125.0,143.0,117.0,143.0,86.0
legs0_segments1_seatsAvailable,88.0,122.0,135.0,127.0,118.0,135.0,88.0
legs1_segments1_duration,115.0,119.0,126.0,113.0,118.25,126.0,113.0
legs1_segments1_aircraft_code,121.0,113.0,117.0,132.0,120.75,132.0,113.0
legs0_segments1_arrivalTo_airport_iata,96.0,129.0,124.0,144.0,123.25,144.0,96.0
legs1_segments0_baggageAllowance_weightMeasurementType,172.0,147.0,55.0,149.0,130.75,172.0,55.0
legs0_segments1_departureFrom_airport_iata,76.0,136.0,158.0,154.0,131.0,158.0,76.0
legs1_segments1_departureFrom_airport_iata,70.0,144.0,171.0,150.0,133.75,171.0,70.0
legs1_segments1_baggageAllowance_quantity,152.0,140.0,136.0,136.0,141.0,152.0,136.0
legs1_segments0_marketingCarrier_code_in_ff,161.0,151.0,158.0,136.0,151.5,161.0,136.0
legs0_is_min_transfers,8.0,2.0,4.0,9999.0,2503.25,9999.0,2.0
legs0_max_duration_cabin,4.0,14.0,7.0,9999.0,2506.0,9999.0,4.0
miniRules1_percentage,107.0,17.0,22.0,9999.0,2536.25,9999.0,17.0
has_fees,4.0,157.0,23.0,9999.0,2545.75,9999.0,4.0
legs1_is_min_transfers,9.0,180.0,2.0,9999.0,2547.5,9999.0,2.0
legs1_num_transfers_rank,22.0,173.0,2.0,9999.0,2549.0,9999.0,2.0
legs0_segments1_operatingCarrier_code_in_ff,62.0,133.0,16.0,9999.0,2552.5,9999.0,16.0
bin_times_log_price,37.0,81.0,95.0,9999.0,2553.0,9999.0,37.0
total_num_transfers,53.0,154.0,9999.0,11.0,2554.25,9999.0,11.0
legs1_segments1_operatingCarrier_code,49.0,148.0,26.0,9999.0,2555.5,9999.0,26.0
log_price_bin_isVip,54.0,106.0,146.0,9999.0,2576.25,9999.0,54.0
price_bin5,33.0,113.0,171.0,9999.0,2579.0,9999.0,33.0
price_bin_times_isVip,37.0,131.0,167.0,9999.0,2583.5,9999.0,37.0
legs1_segments1_arrivalTo_airport_iata,118.0,150.0,73.0,9999.0,2585.0,9999.0,73.0
legs1_segments2_duration_rank,136.0,180.0,30.0,9999.0,2586.25,9999.0,30.0
legs1_segments1_cabinClass,30.0,169.0,149.0,9999.0,2586.75,9999.0,30.0
legs0_segments1_marketingCarrier_code_in_ff,55.0,148.0,174.0,9999.0,2594.0,9999.0,55.0
legs0_segments1_operatingCarrier_code,86.0,142.0,157.0,9999.0,2596.0,9999.0,86.0
legs1_segments1_arrivalTo_airport_city_iata,119.0,139.0,132.0,9999.0,2597.25,9999.0,119.0
legs1_segments1_baggageAllowance_weightMeasurementType,204.0,175.0,17.0,9999.0,2598.75,9999.0,17.0
miniRules0_percentage,146.0,168.0,93.0,9999.0,2601.5,9999.0,93.0
legs0_segments1_cabinClass,81.0,175.0,169.0,9999.0,2606.0,9999.0,81.0
legs1_segments1_marketingCarrier_code,156.0,155.0,144.0,9999.0,2613.5,9999.0,144.0
legs0_segments2_flightNumber,162.0,178.0,160.0,9999.0,2624.75,9999.0,160.0
legs1_segments2_baggageAllowance_quantity,200.0,184.0,176.0,9999.0,2639.75,9999.0,176.0
legs1_segments1_marketingCarrier_code_in_ff,109.0,21.0,9999.0,9999.0,5032.0,9999.0,21.0
price_bin_times_cabin,127.0,15.0,9999.0,9999.0,5035.0,9999.0,15.0
legs1_segments2_duration,148.0,9999.0,42.0,9999.0,5047.0,9999.0,42.0
legs1_segments1_operatingCarrier_code_in_ff,143.0,130.0,9999.0,9999.0,5067.75,9999.0,130.0
legs0_segments2_marketingCarrier_code,152.0,167.0,9999.0,9999.0,5079.25,9999.0,152.0
legs0_segments2_aircraft_code,148.0,9999.0,172.0,9999.0,5079.5,9999.0,148.0
legs0_segments2_seatsAvailable,179.0,171.0,9999.0,9999.0,5087.0,9999.0,171.0
legs0_segments1_baggageAllowance_weightMeasurementType,179.0,182.0,9999.0,9999.0,5089.75,9999.0,179.0
legs0_segments2_departureFrom_airport_iata,176.0,186.0,9999.0,9999.0,5090.0,9999.0,176.0
both_legs_direct,2.0,9999.0,9999.0,9999.0,7499.75,9999.0,2.0
legs1_segments2_operatingCarrier_code_in_ff,9999.0,9999.0,58.0,9999.0,7513.75,9999.0,58.0
legs1_segments2_departureFrom_airport_iata,9999.0,9999.0,80.0,9999.0,7519.25,9999.0,80.0
bin_times_log_duration,97.0,9999.0,9999.0,9999.0,7523.5,9999.0,97.0
duration_bin5,143.0,9999.0,9999.0,9999.0,7535.0,9999.0,143.0
legs0_segments2_duration,145.0,9999.0,9999.0,9999.0,7535.5,9999.0,145.0
duration_bin_times_cabin,151.0,9999.0,9999.0,9999.0,7537.0,9999.0,151.0
legs1_segments2_marketingCarrier_code_in_ff,9999.0,9999.0,179.0,9999.0,7544.0,9999.0,179.0
legs0_segments2_arrivalTo_airport_city_iata,180.0,9999.0,9999.0,9999.0,7544.25,9999.0,180.0
legs1_segments2_marketingCarrier_code,181.0,9999.0,9999.0,9999.0,7544.5,9999.0,181.0
legs0_segments2_duration_rank,183.0,9999.0,9999.0,9999.0,7545.0,9999.0,183.0
duration_bin_times_isVip,184.0,9999.0,9999.0,9999.0,7545.25,9999.0,184.0
log_duration_bin_isVip,185.0,9999.0,9999.0,9999.0,7545.5,9999.0,185.0
legs0_segments2_baggageAllowance_quantity,186.0,9999.0,9999.0,9999.0,7545.75,9999.0,186.0
legs0_segments2_operatingCarrier_code,187.0,9999.0,9999.0,9999.0,7546.0,9999.0,187.0
legs0_segments2_arrivalTo_airport_iata,188.0,9999.0,9999.0,9999.0,7546.25,9999.0,188.0
legs1_segments2_aircraft_code,9999.0,189.0,9999.0,9999.0,7546.5,9999.0,189.0
legs0_is_direct,193.0,9999.0,9999.0,9999.0,7547.5,9999.0,193.0
legs1_segments2_flightNumber,198.0,9999.0,9999.0,9999.0,7548.75,9999.0,198.0
legs0_segments2_marketingCarrier_code_in_ff,200.0,9999.0,9999.0,9999.0,7549.25,9999.0,200.0
legs1_segments2_seatsAvailable,203.0,9999.0,9999.0,9999.0,7550.0,9999.0,203.0
legs0_segments2_baggageAllowance_weightMeasurementType,206.0,9999.0,9999.0,9999.0,7550.75,9999.0,206.0
legs0_segments2_cabinClass,206.0,9999.0,9999.0,9999.0,7550.75,9999.0,206.0
legs1_segments3_marketingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_marketingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_arrivalTo_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_flightNumber,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_operatingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_duration_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_arrivalTo_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_departureFrom_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_cabinClass,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_seatsAvailable,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_aircraft_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_baggageAllowance_quantity,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_baggageAllowance_quantity,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_cabinClass,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_duration,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_cabinClass,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_operatingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_duration,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_all_segments_carrier_same,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
pricingInfo_passengerCount,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
is_round_trip,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
bySelf,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
has_corporate_tariff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_num_transfers,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_operatingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_num_transfers,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_is_direct,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments2_operatingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_aircraft_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_all_segments_carrier_same,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_arrivalTo_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_seatsAvailable,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_operatingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_marketingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_marketingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_flightNumber,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_duration_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_departureFrom_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_operatingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
