feature,min_rank_small,min_rank_medium,min_rank_large,min_rank_xlarge,avg_rank,max_rank,min_rank_overall
baggage_total_rank,59.0,22.0,13.0,0.0,23.5,59.0,0.0
companyID_loo_mean_legs1_arrivalAt_hour,21.0,21.0,26.0,26.0,23.5,26.0,21.0
tax_rate,16.0,20.0,27.0,32.0,23.75,32.0,16.0
duration_ratio,38.0,18.0,11.0,28.0,23.75,38.0,11.0
total_num_transfers,39.0,8.0,28.0,24.0,24.75,39.0,8.0
legs1_arrivalAt_hour,45.0,30.0,18.0,8.0,25.25,45.0,8.0
legs1_segments0_flightNumber,48.0,32.0,17.0,5.0,25.5,48.0,5.0
legs1_departureAt_hour,33.0,28.0,20.0,21.0,25.5,33.0,20.0
corporateTariffCode,22.0,29.0,22.0,30.0,25.75,30.0,22.0
total_weighted_mean_cabin,14.0,11.0,19.0,59.0,25.75,59.0,11.0
MinTime,6.0,15.0,34.0,49.0,26.0,49.0,6.0
leg0_flight_view_count,26.0,23.0,16.0,41.0,26.5,41.0,16.0
companyID_loo_mean_legs1_departureAt_hour,25.0,23.0,28.0,31.0,26.75,31.0,23.0
legs1_duration,19.0,18.0,19.0,53.0,27.25,53.0,18.0
companyID_loo_selected_count,29.0,28.0,32.0,20.0,27.25,32.0,20.0
group_size_log,21.0,33.0,33.0,25.0,28.0,33.0,21.0
companyID_total_occurrences,28.0,26.0,35.0,24.0,28.25,35.0,24.0
legs1_departureAt_day_period,58.0,19.0,26.0,10.0,28.25,58.0,10.0
miniRules0_statusInfos,16.0,16.0,28.0,55.0,28.75,55.0,16.0
companyID_loo_mean_cabin_class,27.0,25.0,31.0,33.0,29.0,33.0,25.0
companyID_loo_mean_legs1_duration,18.0,27.0,36.0,37.0,29.5,37.0,18.0
companyID_loo_mean_legs0_duration,31.0,31.0,30.0,34.0,31.5,34.0,30.0
legs0_duration,24.0,43.0,17.0,42.0,31.5,43.0,17.0
has_access_tp,30.0,32.0,27.0,53.0,35.5,53.0,27.0
legs0_segments0_key_view_count,30.0,47.0,23.0,44.0,36.0,47.0,23.0
pricingInfo_isAccessTP,29.0,34.0,24.0,60.0,36.75,60.0,24.0
requestDate_hour,41.0,36.0,38.0,35.0,37.5,41.0,35.0
legs0_segments0_seatsAvailable,44.0,34.0,34.0,40.0,38.0,44.0,34.0
log_price,37.0,37.0,41.0,41.0,39.0,41.0,37.0
legs0_segments0_aircraft_code,47.0,43.0,47.0,22.0,39.75,47.0,22.0
all_flight_view_count,20.0,38.0,48.0,56.0,40.5,56.0,20.0
pricingInfo_taxes,32.0,39.0,44.0,47.0,40.5,47.0,32.0
legs1_arrivalAt_day_period,68.0,45.0,49.0,2.0,41.0,68.0,2.0
leg1_view_diff_mean,83.0,42.0,29.0,13.0,41.75,83.0,13.0
transfer_duration_total,26.0,7.0,8.0,126.0,41.75,126.0,7.0
miniRules1_statusInfos,29.0,24.0,35.0,80.0,42.0,80.0,24.0
all_flight_view_count_rank,53.0,38.0,39.0,39.0,42.25,53.0,38.0
days_between_departure_arrival,55.0,39.0,37.0,38.0,42.25,55.0,37.0
leg1_flight_view_count,87.0,24.0,25.0,35.0,42.75,87.0,24.0
BestPriceDirect,25.0,18.0,15.0,115.0,43.25,115.0,15.0
legs1_segments0_duration,69.0,61.0,32.0,11.0,43.25,69.0,11.0
carrier1_pop,53.0,33.0,38.0,50.0,43.5,53.0,33.0
is_major_carrier,25.0,28.0,45.0,78.0,44.0,78.0,25.0
total_duration_rank,60.0,40.0,42.0,42.0,46.0,60.0,40.0
legs1_segments0_key_view_count,80.0,57.0,25.0,23.0,46.25,80.0,23.0
legs0_departureAt_business_time,102.0,64.0,17.0,4.0,46.75,102.0,4.0
unmatched_duration_rank,56.0,41.0,43.0,50.0,47.5,56.0,41.0
unmatched_duration,36.0,52.0,56.0,49.0,48.25,56.0,36.0
carrier0_pop,41.0,98.0,32.0,23.0,48.5,98.0,23.0
legs1_segments0_marketingCarrier_code,69.0,36.0,58.0,32.0,48.75,69.0,32.0
legs0_departureAt_weekday,59.0,47.0,45.0,45.0,49.0,59.0,45.0
legs1_segments0_seatsAvailable,74.0,48.0,40.0,36.0,49.5,74.0,36.0
legs0_segments0_duration_rank,52.0,46.0,48.0,54.0,50.0,54.0,46.0
total_duration,35.0,49.0,56.0,60.0,50.0,60.0,35.0
legs0_duration_rank,58.0,45.0,46.0,53.0,50.5,58.0,45.0
legs0_arrivalAt_weekday,51.0,49.0,50.0,52.0,50.5,52.0,49.0
legs0_segments0_duration,34.0,53.0,55.0,64.0,51.5,64.0,34.0
legs0_segments0_operatingCarrier_code,75.0,56.0,47.0,30.0,52.0,75.0,30.0
requestDate_weekday,64.0,50.0,51.0,43.0,52.0,64.0,43.0
legs1_segments0_aircraft_code,77.0,56.0,49.0,30.0,53.0,77.0,30.0
legs1_weighted_mean_cabin,38.0,41.0,57.0,78.0,53.5,78.0,38.0
legs0_arrivalAt_day_period,95.0,74.0,31.0,17.0,54.25,95.0,17.0
totalPrice,50.0,51.0,60.0,58.0,54.75,60.0,50.0
legs0_departureAt_day_period,88.0,60.0,36.0,37.0,55.25,88.0,36.0
legs1_main_carrier,73.0,40.0,67.0,42.0,55.5,73.0,40.0
searchRoute,43.0,64.0,79.0,39.0,56.25,79.0,39.0
isVip,35.0,41.0,74.0,76.0,56.5,76.0,35.0
legs0_main_carrier,53.0,61.0,59.0,54.0,56.75,61.0,53.0
all_view_norm,57.0,69.0,36.0,71.0,58.25,71.0,36.0
legs1_segments0_departureFrom_airport_iata,65.0,51.0,39.0,84.0,59.75,84.0,39.0
legs0_segments0_operatingCarrier_code_in_ff,80.0,32.0,13.0,115.0,60.0,115.0,13.0
legs1_segments0_cabinClass,43.0,26.0,138.0,46.0,63.25,138.0,26.0
taxes,54.0,72.0,51.0,77.0,63.5,77.0,51.0
has_corporate_tariff,45.0,71.0,86.0,56.0,64.5,86.0,45.0
all_matched_duration_sum_rank,84.0,62.0,57.0,56.0,64.75,84.0,56.0
legs1_departureAt_weekday,96.0,68.0,54.0,44.0,65.5,96.0,44.0
legs1_duration_rank,69.0,76.0,62.0,57.0,66.0,76.0,57.0
legs1_departureAt_business_time,73.0,62.0,43.0,86.0,66.0,86.0,43.0
legs0_duration_fastest,28.0,129.0,63.0,44.0,66.0,129.0,28.0
has_baggage,86.0,76.0,31.0,72.0,66.25,86.0,31.0
legs1_segments0_operatingCarrier_code,92.0,68.0,50.0,60.0,67.5,92.0,50.0
leg1_view_norm,104.0,72.0,61.0,39.0,69.0,104.0,39.0
carrier_pop_product,58.0,89.0,108.0,26.0,70.25,108.0,26.0
leg0_flight_view_count_rank,72.0,60.0,68.0,81.0,70.25,81.0,60.0
legs1_arrivalAt_weekday,94.0,74.0,58.0,59.0,71.25,94.0,58.0
isAccess3D,44.0,59.0,83.0,101.0,71.75,101.0,44.0
legs0_segments0_marketingCarrier_code,66.0,75.0,50.0,98.0,72.25,98.0,50.0
legs1_segments0_departureFrom_airport_city_iata,134.0,95.0,43.0,17.0,72.25,134.0,17.0
legs0_matched_duration_sum_rank,91.0,75.0,70.0,67.0,75.75,91.0,67.0
legs0_segments0_key_view_count_rank,85.0,63.0,73.0,86.0,76.75,86.0,63.0
legs0_segments1_flightNumber,76.0,86.0,127.0,18.0,76.75,127.0,18.0
legs0_departureFrom_airport_code,49.0,80.0,96.0,82.0,76.75,96.0,49.0
legs1_segments1_baggageAllowance_quantity,40.0,190.0,49.0,28.0,76.75,190.0,28.0
legs0_segments0_marketingCarrier_code_in_ff,47.0,77.0,68.0,116.0,77.0,116.0,47.0
legs1_segments0_duration_rank,119.0,67.0,63.0,63.0,78.0,119.0,63.0
legs0_arrivalTo_airport_code,55.0,85.0,102.0,76.0,79.5,102.0,55.0
legs0_matched_duration_sum,66.0,83.0,82.0,88.0,79.75,88.0,66.0
legs0_segments1_baggageAllowance_quantity,40.0,194.0,51.0,36.0,80.25,194.0,36.0
legs0_segments0_departureFrom_airport_iata,115.0,86.0,52.0,73.0,81.5,115.0,52.0
leg0_view_norm,62.0,98.0,99.0,68.0,81.75,99.0,62.0
legs1_departureFrom_airport_city_iata,98.0,102.0,58.0,83.0,85.25,102.0,58.0
legs0_segments0_arrivalTo_airport_city_iata,68.0,93.0,77.0,107.0,86.25,107.0,68.0
legs1_departureAt_is_weekend,99.0,92.0,80.0,79.0,87.5,99.0,79.0
all_matched_duration_sum,94.0,84.0,93.0,82.0,88.25,94.0,82.0
legs0_segments1_duration,75.0,132.0,99.0,48.0,88.5,132.0,48.0
legs1_matched_duration_sum_rank,159.0,77.0,53.0,69.0,89.5,159.0,53.0
legs0_arrivalTo_airport_city_iata,61.0,91.0,109.0,102.0,90.75,109.0,61.0
legs1_departureFrom_airport_iata,117.0,128.0,78.0,40.0,90.75,128.0,40.0
legs0_arrivalAt_business_time,110.0,90.0,94.0,71.0,91.25,110.0,71.0
total_duration_fastest,48.0,54.0,109.0,155.0,91.5,155.0,48.0
legs1_segments1_aircraft_code,97.0,58.0,22.0,192.0,92.25,192.0,22.0
legs0_segments1_aircraft_code,105.0,83.0,155.0,27.0,92.5,155.0,27.0
legs1_segments0_arrivalTo_airport_city_iata,116.0,113.0,91.0,58.0,94.5,116.0,58.0
legs0_segments0_arrivalTo_airport_code,67.0,92.0,117.0,103.0,94.75,117.0,67.0
legs1_matched_duration_sum,140.0,86.0,81.0,73.0,95.0,140.0,73.0
legs0_segments0_departureFrom_airport_city_iata,104.0,88.0,113.0,77.0,95.5,113.0,77.0
legs1_arrivalTo_airport_code,109.0,110.0,73.0,95.0,96.75,110.0,73.0
legs0_segments1_key_view_count,97.0,81.0,160.0,51.0,97.25,160.0,51.0
legs1_arrivalAt_business_time,144.0,102.0,96.0,49.0,97.75,144.0,49.0
legs0_departureFrom_airport_iata,92.0,108.0,86.0,106.0,98.0,108.0,86.0
legs1_departureFrom_airport_code,99.0,96.0,98.0,100.0,98.25,100.0,96.0
leg1_flight_view_count_rank,141.0,87.0,95.0,75.0,99.5,141.0,75.0
legs0_departureAt_is_weekend,173.0,105.0,62.0,62.0,100.5,173.0,62.0
legs1_segments0_arrivalTo_airport_code,118.0,109.0,69.0,118.0,103.5,118.0,69.0
is_cheapest,17.0,63.0,170.0,165.0,103.75,170.0,17.0
n_ff_programs,111.0,121.0,100.0,94.0,106.5,121.0,94.0
legs0_segments1_arrivalTo_airport_city_iata,106.0,151.0,155.0,15.0,106.75,155.0,15.0
legs0_departureFrom_airport_city_iata,63.0,105.0,122.0,138.0,107.0,138.0,63.0
legs0_segments1_duration_rank,47.0,201.0,176.0,7.0,107.75,201.0,7.0
legs0_arrivalTo_airport_iata,93.0,119.0,84.0,138.0,108.5,138.0,84.0
legs1_segments0_key_view_count_rank,160.0,95.0,87.0,93.0,108.75,160.0,87.0
legs0_segments0_arrivalTo_airport_iata,101.0,125.0,104.0,105.0,108.75,125.0,101.0
nationality,124.0,87.0,103.0,122.0,109.0,124.0,87.0
sex,124.0,112.0,106.0,95.0,109.25,124.0,95.0
legs1_segments0_departureFrom_airport_code,107.0,150.0,93.0,87.0,109.25,150.0,87.0
hasAssistant,91.0,116.0,127.0,107.0,110.25,127.0,91.0
BestPriceTravelPolicy,78.0,101.0,175.0,91.0,111.25,175.0,78.0
legs0_segments0_departureFrom_airport_code,121.0,146.0,121.0,57.0,111.25,146.0,57.0
Convenience,10.0,85.0,181.0,177.0,113.25,181.0,10.0
legs1_arrivalAt_is_weekend,85.0,140.0,161.0,69.0,113.75,161.0,69.0
has_frequentFlyer,100.0,83.0,141.0,134.0,114.5,141.0,83.0
requestDate_day_period,136.0,117.0,114.0,98.0,116.25,136.0,98.0
legs1_duration_fastest,133.0,139.0,114.0,79.0,116.25,139.0,79.0
legs1_segments1_marketingCarrier_code,14.0,65.0,203.0,188.0,117.5,203.0,14.0
legs0_segments1_key_view_count_rank,104.0,188.0,192.0,0.0,121.0,192.0,0.0
requestDate_business_time,142.0,127.0,121.0,97.0,121.75,142.0,97.0
legs1_arrivalTo_airport_iata,117.0,132.0,109.0,137.0,123.75,137.0,109.0
BestPrice,27.0,162.0,134.0,176.0,124.75,176.0,27.0
BestPriceCorporateTariff,183.0,49.0,94.0,177.0,125.75,183.0,49.0
legs0_arrivalAt_is_weekend,169.0,75.0,125.0,134.0,125.75,169.0,75.0
legs1_segments0_arrivalTo_airport_iata,126.0,102.0,136.0,143.0,126.75,143.0,102.0
requestDate_is_weekend,171.0,143.0,135.0,116.0,141.25,171.0,116.0
companyID_mode_cabin_class,107.0,106.0,198.0,192.0,150.75,198.0,106.0
legs1_segments1_key_view_count_rank,208.0,199.0,182.0,41.0,157.5,208.0,41.0
legs1_segments0_operatingCarrier_code_in_ff,206.0,176.0,117.0,139.0,159.5,206.0,117.0
legs1_segments1_duration_rank,200.0,124.0,176.0,183.0,170.75,200.0,124.0
legs1_segments0_marketingCarrier_code_in_ff,224.0,131.0,178.0,162.0,173.75,224.0,131.0
is_max_duration_cabin_same,241.0,224.0,171.0,152.0,197.0,241.0,152.0
companyID_mode_has_transfer,173.0,235.0,207.0,194.0,202.25,235.0,173.0
legs1_num_transfers_rank,6.0,4.0,3.0,9999.0,2503.0,9999.0,3.0
legs0_segments0_baggageAllowance_type,16.0,17.0,21.0,9999.0,2513.25,9999.0,16.0
legs1_max_duration_cabin,42.0,11.0,62.0,9999.0,2528.5,9999.0,11.0
is_popular_route,103.0,44.0,33.0,9999.0,2544.75,9999.0,33.0
legs1_segments1_operatingCarrier_code,13.0,35.0,144.0,9999.0,2547.75,9999.0,13.0
legs1_segments1_key_view_count,153.0,30.0,38.0,9999.0,2555.0,9999.0,30.0
legs1_segments1_duration,99.0,58.0,77.0,9999.0,2558.25,9999.0,58.0
both_legs_direct,3.0,9999.0,226.0,6.0,2558.5,9999.0,3.0
legs1_segments1_departureFrom_airport_city_iata,24.0,196.0,27.0,9999.0,2561.5,9999.0,24.0
legs0_segments0_baggageAllowance_weightMeasurementType,15.0,9.0,225.0,9999.0,2562.0,9999.0,9.0
legs0_segments1_seatsAvailable,113.0,110.0,46.0,9999.0,2567.0,9999.0,46.0
price_per_fee_rank,93.0,112.0,66.0,9999.0,2567.5,9999.0,66.0
legs0_segments1_baggageAllowance_type,50.0,19.0,204.0,9999.0,2568.0,9999.0,19.0
legs0_segments1_arrivalTo_airport_code,107.0,97.0,71.0,9999.0,2568.5,9999.0,71.0
legs1_segments1_departureFrom_airport_iata,67.0,67.0,146.0,9999.0,2569.75,9999.0,67.0
price_minus_fee,131.0,70.0,88.0,9999.0,2572.0,9999.0,70.0
legs0_segments1_marketingCarrier_code_in_ff,56.0,13.0,231.0,9999.0,2574.75,9999.0,13.0
legs1_segments1_departureFrom_airport_code,59.0,71.0,187.0,9999.0,2579.0,9999.0,59.0
legs0_segments1_arrivalTo_airport_iata,134.0,44.0,140.0,9999.0,2579.25,9999.0,44.0
legs1_arrivalTo_airport_city_iata,117.0,110.0,102.0,9999.0,2582.0,9999.0,102.0
legs1_segments1_flightNumber,109.0,98.0,125.0,9999.0,2582.75,9999.0,98.0
legs0_segments1_departureFrom_airport_iata,51.0,120.0,166.0,9999.0,2584.0,9999.0,51.0
legs0_segments1_departureFrom_airport_city_iata,22.0,127.0,190.0,9999.0,2584.5,9999.0,22.0
total_fees,70.0,66.0,206.0,9999.0,2585.25,9999.0,66.0
miniRules0_monetaryAmount,49.0,227.0,70.0,9999.0,2586.25,9999.0,49.0
legs0_segments1_marketingCarrier_code,60.0,99.0,226.0,9999.0,2596.0,9999.0,60.0
legs1_segments0_stopCount,161.0,37.0,209.0,9999.0,2601.5,9999.0,37.0
price_minus_fee_rank,137.0,200.0,72.0,9999.0,2602.0,9999.0,72.0
legs1_segments1_arrivalTo_airport_code,166.0,35.0,211.0,9999.0,2602.75,9999.0,35.0
legs0_segments1_departureFrom_airport_code,50.0,200.0,163.0,9999.0,2603.0,9999.0,50.0
legs1_segments1_seatsAvailable,172.0,47.0,204.0,9999.0,2605.5,9999.0,47.0
legs1_segments0_baggageAllowance_type,206.0,27.0,210.0,9999.0,2610.5,9999.0,27.0
legs0_segments1_cabinClass,65.0,239.0,162.0,9999.0,2616.25,9999.0,65.0
miniRules1_monetaryAmount,149.0,204.0,136.0,9999.0,2622.0,9999.0,136.0
free_cancel,229.0,209.0,57.0,9999.0,2623.5,9999.0,57.0
legs0_segments1_operatingCarrier_code,125.0,185.0,196.0,9999.0,2626.25,9999.0,125.0
legs1_segments1_arrivalTo_airport_iata,119.0,199.0,211.0,9999.0,2632.0,9999.0,119.0
price_per_fee,175.0,191.0,180.0,9999.0,2636.25,9999.0,175.0
free_exchange,174.0,236.0,169.0,9999.0,2644.5,9999.0,169.0
legs1_segments1_arrivalTo_airport_city_iata,179.0,212.0,199.0,9999.0,2647.25,9999.0,179.0
legs1_segments_count,240.0,192.0,230.0,9999.0,2665.25,9999.0,192.0
legs0_segments0_stopCount,3.0,21.0,9999.0,9999.0,5005.5,9999.0,3.0
legs1_segments0_baggageAllowance_weightMeasurementType,41.0,13.0,9999.0,9999.0,5013.0,9999.0,13.0
legs0_segments1_operatingCarrier_code_in_ff,90.0,34.0,9999.0,9999.0,5030.5,9999.0,34.0
legs1_segments1_marketingCarrier_code_in_ff,103.0,25.0,9999.0,9999.0,5031.5,9999.0,25.0
legs0_segments1_baggageAllowance_weightMeasurementType,134.0,9999.0,79.0,9999.0,5052.75,9999.0,79.0
total_fees_rank,64.0,183.0,9999.0,9999.0,5061.25,9999.0,64.0
legs1_segments1_operatingCarrier_code_in_ff,203.0,51.0,9999.0,9999.0,5063.0,9999.0,51.0
companyID_mode_transfer_num,87.0,241.0,9999.0,9999.0,5081.5,9999.0,87.0
legs0_segments2_departureFrom_airport_iata,226.0,178.0,9999.0,9999.0,5100.5,9999.0,178.0
has_fees,193.0,238.0,9999.0,9999.0,5107.25,9999.0,193.0
legs0_segments1_stopCount,5.0,9999.0,9999.0,9999.0,7500.5,9999.0,5.0
searchType,15.0,9999.0,9999.0,9999.0,7503.0,9999.0,15.0
legs1_all_segments_carrier_same,18.0,9999.0,9999.0,9999.0,7503.75,9999.0,18.0
legs1_segments1_baggageAllowance_weightMeasurementType,9999.0,33.0,9999.0,9999.0,7507.5,9999.0,33.0
legs0_all_segments_carrier_same,37.0,9999.0,9999.0,9999.0,7508.5,9999.0,37.0
legs1_segments2_departureFrom_airport_iata,9999.0,9999.0,191.0,9999.0,7547.0,9999.0,191.0
legs1_segments1_cabinClass,234.0,9999.0,9999.0,9999.0,7557.75,9999.0,234.0
legs1_segments1_baggageAllowance_type,248.0,9999.0,9999.0,9999.0,7561.25,9999.0,248.0
legs0_num_transfers,249.0,9999.0,9999.0,9999.0,7561.5,9999.0,249.0
legs0_segments_count,250.0,9999.0,9999.0,9999.0,7561.75,9999.0,250.0
legs1_segments1_stopCount,255.0,9999.0,9999.0,9999.0,7563.0,9999.0,255.0
legs1_is_direct,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
pricing_present,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
pricingInfo_passengerType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_num_transfers,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
bySelf,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
pricingInfo_selfPaid,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
pricingInfo_passengerCount,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
is_round_trip,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
isSegDiscountVariant,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
isSegDiscountAsExactValue,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
_is_single_trip,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_departureFrom_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
option_legs_count,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_departureFrom_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
pricingInfo_count,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_is_direct,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
isGlobal,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
