feature,min_rank_small,min_rank_medium,min_rank_large,min_rank_xlarge,avg_rank,max_rank,min_rank_overall
days_before_departure,14.0,19.0,16.0,21.0,17.5,21.0,14.0
both_legs_direct,10.0,7.0,51.0,6.0,18.5,51.0,6.0
companyID_resid_legs0_duration,11.0,18.0,20.0,25.0,18.5,25.0,11.0
legs0_max_duration_cabin,14.0,37.0,10.0,15.0,19.0,37.0,10.0
leg0_view_diff_mean,23.0,17.0,19.0,19.0,19.5,23.0,17.0
both_legs_carrier_all_same,10.0,6.0,16.0,50.0,20.5,50.0,6.0
all_view_diff_mean,26.0,20.0,18.0,20.0,21.0,26.0,18.0
total_weighted_mean_cabin,18.0,13.0,19.0,34.0,21.0,34.0,13.0
total_fees,27.0,20.0,20.0,22.0,22.25,27.0,20.0
legs0_arrivalAt_hour,19.0,23.0,22.0,27.0,22.75,27.0,19.0
log_price,13.0,21.0,26.0,33.0,23.25,33.0,13.0
legs0_departureAt_hour,21.0,22.0,23.0,28.0,23.5,28.0,21.0
baggage_total,24.0,35.0,34.0,1.0,23.5,35.0,1.0
companyID_mode_has_transfer,5.0,23.0,18.0,50.0,24.0,50.0,5.0
companyID_resid_legs1_duration,30.0,32.0,21.0,17.0,25.0,32.0,17.0
companyID_total_occurrences,20.0,24.0,28.0,29.0,25.25,29.0,20.0
companyID_loo_mean_legs0_departureAt_hour,27.0,26.0,29.0,22.0,26.0,29.0,22.0
companyID_loo_selected_count,18.0,25.0,25.0,38.0,26.5,38.0,18.0
price_minus_fee,24.0,27.0,27.0,34.0,28.0,34.0,24.0
legs1_segments0_baggageAllowance_weightMeasurementType,77.0,11.0,10.0,14.0,28.0,77.0,10.0
legs1_mean_cabin,33.0,20.0,53.0,7.0,28.25,53.0,7.0
companyID_loo_mean_legs0_arrivalAt_hour,29.0,30.0,33.0,23.0,28.75,33.0,23.0
miniRules1_monetaryAmount,18.0,43.0,33.0,25.0,29.75,43.0,18.0
isVip,28.0,31.0,35.0,31.0,31.25,35.0,28.0
duration_ratio,44.0,28.0,24.0,31.0,31.75,44.0,24.0
companyID_loo_mean_taxes,32.0,29.0,31.0,36.0,32.0,36.0,29.0
legs1_segments0_baggageAllowance_quantity,53.0,41.0,32.0,2.0,32.0,53.0,2.0
total_num_transfers,29.0,8.0,31.0,60.0,32.0,60.0,8.0
total_duration,28.0,17.0,23.0,61.0,32.25,61.0,17.0
companyID_loo_mean_legs1_departureAt_hour,33.0,31.0,34.0,32.0,32.5,34.0,31.0
legs1_main_carrier,45.0,34.0,32.0,22.0,33.25,45.0,22.0
companyID_resid_cabin_class,36.0,52.0,15.0,30.0,33.25,52.0,15.0
legs1_segments0_marketingCarrier_code,38.0,31.0,37.0,28.0,33.5,38.0,28.0
legs1_segments0_flightNumber,55.0,42.0,30.0,7.0,33.5,55.0,7.0
is_major_carrier,12.0,28.0,69.0,25.0,33.5,69.0,12.0
companyID_loo_mean_total_num_transfers,30.0,34.0,37.0,35.0,34.0,37.0,30.0
legs0_segments0_cabinClass,22.0,81.0,7.0,27.0,34.25,81.0,7.0
tax_rate,34.0,37.0,38.0,30.0,34.75,38.0,30.0
free_cancel,8.0,95.0,22.0,16.0,35.25,95.0,8.0
legs0_departureAt_business_time,94.0,27.0,12.0,11.0,36.0,94.0,11.0
companyID_loo_mean_cabin_class,31.0,36.0,40.0,40.0,36.75,40.0,31.0
has_fees,11.0,14.0,36.0,87.0,37.0,87.0,11.0
companyID_loo_mean_totalPrice,37.0,33.0,36.0,43.0,37.25,43.0,33.0
companyID_loo_mean_legs1_arrivalAt_hour,41.0,35.0,35.0,41.0,38.0,41.0,35.0
has_baggage,20.0,21.0,40.0,75.0,39.0,75.0,20.0
carrier1_pop,29.0,40.0,58.0,33.0,40.0,58.0,29.0
isAccess3D,8.0,25.0,34.0,94.0,40.25,94.0,8.0
legs1_departureAt_hour,63.0,45.0,30.0,26.0,41.0,63.0,26.0
companyID_loo_mean_legs1_duration,43.0,39.0,43.0,44.0,42.25,44.0,39.0
unmatched_duration_rank,37.0,37.0,44.0,51.0,42.25,51.0,37.0
legs1_weighted_mean_cabin,91.0,18.0,45.0,16.0,42.5,91.0,16.0
legs0_segments0_seatsAvailable,49.0,41.0,41.0,42.0,43.25,49.0,41.0
legs1_departureAt_day_period,80.0,29.0,27.0,40.0,44.0,80.0,27.0
corporateTariffCode,26.0,47.0,50.0,53.0,44.0,53.0,26.0
group_size_log,52.0,38.0,42.0,45.0,44.25,52.0,38.0
companyID_loo_mean_legs0_duration,47.0,40.0,45.0,46.0,44.5,47.0,40.0
leg1_view_diff_mean,75.0,48.0,32.0,24.0,44.75,75.0,24.0
legs0_segments0_operatingCarrier_code_in_ff,23.0,23.0,20.0,117.0,45.75,117.0,20.0
totalPrice,42.0,43.0,49.0,49.0,45.75,49.0,42.0
legs0_departureAt_day_period,98.0,41.0,26.0,20.0,46.25,98.0,20.0
days_between_departure_arrival,52.0,51.0,48.0,37.0,47.0,52.0,37.0
legs0_segments1_key_view_count,97.0,32.0,48.0,12.0,47.25,97.0,12.0
leg0_flight_view_count,35.0,29.0,43.0,83.0,47.5,83.0,29.0
miniRules0_monetaryAmount,53.0,62.0,58.0,23.0,49.0,62.0,23.0
leg1_flight_view_count,78.0,53.0,31.0,35.0,49.25,78.0,31.0
legs0_segments0_aircraft_code,53.0,53.0,59.0,32.0,49.25,59.0,32.0
legs1_arrivalAt_hour,66.0,47.0,47.0,39.0,49.75,66.0,39.0
legs0_segments0_key_view_count,45.0,63.0,25.0,67.0,50.0,67.0,25.0
total_duration_rank,56.0,42.0,51.0,52.0,50.25,56.0,42.0
all_flight_view_count_rank,65.0,46.0,46.0,48.0,51.25,65.0,46.0
total_fees_rank,63.0,80.0,24.0,39.0,51.5,80.0,24.0
miniRules1_statusInfos,35.0,33.0,48.0,95.0,52.75,95.0,33.0
carrier0_pop,39.0,92.0,55.0,26.0,53.0,92.0,26.0
taxes,40.0,50.0,55.0,67.0,53.0,67.0,40.0
legs0_departureAt_weekday,59.0,54.0,52.0,55.0,55.0,59.0,52.0
unmatched_duration,38.0,57.0,60.0,68.0,55.75,68.0,38.0
legs1_segments0_key_view_count,73.0,67.0,39.0,45.0,56.0,73.0,39.0
legs1_segments0_duration,91.0,65.0,45.0,28.0,57.25,91.0,28.0
all_flight_view_count,36.0,68.0,71.0,56.0,57.75,71.0,36.0
searchRoute,39.0,62.0,75.0,57.0,58.25,75.0,39.0
legs0_arrivalAt_weekday,62.0,58.0,57.0,59.0,59.0,62.0,57.0
legs0_duration,46.0,45.0,50.0,98.0,59.75,98.0,45.0
legs0_duration_rank,54.0,65.0,61.0,60.0,60.0,65.0,54.0
legs0_main_carrier,61.0,53.0,59.0,72.0,61.25,72.0,53.0
legs1_segments0_cabinClass,100.0,25.0,87.0,36.0,62.0,100.0,25.0
legs1_segments0_seatsAvailable,79.0,67.0,56.0,47.0,62.25,79.0,47.0
legs0_segments0_duration_rank,64.0,59.0,58.0,70.0,62.75,70.0,58.0
legs1_max_duration_cabin,95.0,12.0,99.0,48.0,63.5,99.0,12.0
legs1_duration,96.0,35.0,39.0,86.0,64.0,96.0,35.0
leg1_view_norm,93.0,75.0,53.0,38.0,64.75,93.0,38.0
total_duration_fastest,16.0,17.0,80.0,148.0,65.25,148.0,16.0
legs0_segments0_duration,48.0,64.0,76.0,75.0,65.75,76.0,48.0
all_view_norm,58.0,82.0,66.0,58.0,66.0,82.0,58.0
legs0_matched_duration_sum_rank,54.0,76.0,67.0,71.0,67.0,76.0,54.0
legs1_segments0_aircraft_code,77.0,66.0,62.0,64.0,67.25,77.0,62.0
legs0_segments0_operatingCarrier_code,65.0,64.0,80.0,62.0,67.75,80.0,62.0
legs1_duration_rank,55.0,77.0,70.0,69.0,67.75,77.0,55.0
legs0_segments0_marketingCarrier_code,69.0,61.0,61.0,81.0,68.0,81.0,61.0
legs0_segments0_marketingCarrier_code_in_ff,27.0,44.0,54.0,149.0,68.5,149.0,27.0
legs1_segments0_marketingCarrier_code_in_ff,64.0,110.0,72.0,34.0,70.0,110.0,34.0
legs0_arrivalAt_day_period,107.0,87.0,44.0,42.0,70.0,107.0,42.0
carrier_pop_product,81.0,73.0,109.0,18.0,70.25,109.0,18.0
miniRules0_statusInfos,46.0,63.0,56.0,118.0,70.75,118.0,46.0
legs1_segments0_operatingCarrier_code,78.0,78.0,47.0,80.0,70.75,80.0,47.0
legs1_departureAt_business_time,83.0,69.0,54.0,78.0,71.0,83.0,54.0
legs0_duration_fastest,42.0,129.0,69.0,47.0,71.75,129.0,42.0
legs0_segments0_departureFrom_airport_iata,54.0,73.0,94.0,68.0,72.25,94.0,54.0
leg0_flight_view_count_rank,72.0,61.0,66.0,93.0,73.0,93.0,61.0
legs1_matched_duration_sum_rank,75.0,72.0,81.0,66.0,73.5,81.0,66.0
legs0_segments0_arrivalTo_airport_iata,58.0,70.0,84.0,82.0,73.5,84.0,58.0
is_cheapest,34.0,30.0,93.0,140.0,74.25,140.0,30.0
legs1_departureAt_weekday,102.0,81.0,64.0,54.0,75.25,102.0,54.0
leg0_view_norm,50.0,94.0,95.0,63.0,75.5,95.0,50.0
legs1_segments0_duration_rank,106.0,74.0,63.0,63.0,76.5,106.0,63.0
legs0_segments0_key_view_count_rank,74.0,69.0,69.0,95.0,76.75,95.0,69.0
all_matched_duration_sum,84.0,82.0,86.0,65.0,79.25,86.0,65.0
legs0_matched_duration_sum,63.0,86.0,89.0,80.0,79.5,89.0,63.0
legs1_arrivalAt_weekday,108.0,83.0,72.0,56.0,79.75,108.0,56.0
legs0_segments1_seatsAvailable,102.0,171.0,42.0,11.0,81.5,171.0,11.0
is_vip_freq,47.0,34.0,124.0,122.0,81.75,124.0,34.0
companyID_mode_transfer_num,6.0,33.0,202.0,96.0,84.25,202.0,6.0
legs0_segments0_arrivalTo_airport_city_iata,60.0,77.0,101.0,104.0,85.5,104.0,60.0
legs1_segments0_arrivalTo_airport_iata,108.0,76.0,73.0,94.0,87.75,108.0,73.0
legs1_arrivalAt_day_period,107.0,122.0,106.0,23.0,89.5,122.0,23.0
legs1_segments1_flightNumber,86.0,48.0,52.0,174.0,90.0,174.0,48.0
legs1_segments0_departureFrom_airport_iata,92.0,90.0,93.0,86.0,90.25,93.0,86.0
companyID_mode_cabin_class,20.0,158.0,24.0,162.0,91.0,162.0,20.0
legs0_segments1_baggageAllowance_quantity,57.0,119.0,71.0,118.0,91.25,119.0,57.0
legs0_arrivalAt_business_time,104.0,98.0,97.0,78.0,94.25,104.0,78.0
legs1_segments0_key_view_count_rank,128.0,89.0,82.0,79.0,94.5,128.0,79.0
n_ff_programs,100.0,95.0,96.0,97.0,97.0,100.0,95.0
nationality,71.0,123.0,62.0,133.0,97.25,133.0,62.0
leg1_flight_view_count_rank,125.0,92.0,90.0,83.0,97.5,125.0,83.0
legs1_matched_duration_sum,124.0,107.0,91.0,74.0,99.0,124.0,74.0
legs0_segments1_arrivalTo_airport_city_iata,113.0,112.0,159.0,13.0,99.25,159.0,13.0
legs0_segments1_duration,99.0,113.0,151.0,43.0,101.5,151.0,43.0
legs1_duration_fastest,85.0,59.0,127.0,138.0,102.25,138.0,59.0
sex,115.0,105.0,102.0,89.0,102.75,115.0,89.0
legs1_segments1_duration,159.0,49.0,33.0,174.0,103.75,174.0,33.0
has_frequentFlyer,96.0,51.0,137.0,133.0,104.25,137.0,51.0
legs1_arrivalAt_is_weekend,68.0,116.0,143.0,91.0,104.5,143.0,68.0
legs0_segments1_key_view_count_rank,135.0,106.0,161.0,18.0,105.0,161.0,18.0
is_legs0_legs1_cabin_same,132.0,135.0,106.0,53.0,106.5,135.0,53.0
legs1_arrivalAt_business_time,129.0,117.0,104.0,88.0,109.5,129.0,88.0
legs1_segments0_arrivalTo_airport_city_iata,103.0,99.0,107.0,131.0,110.0,131.0,99.0
legs0_segments1_flightNumber,86.0,140.0,108.0,109.0,110.75,140.0,86.0
legs0_departureAt_is_weekend,146.0,95.0,118.0,102.0,115.25,146.0,95.0
legs1_segments1_aircraft_code,73.0,50.0,160.0,183.0,116.5,183.0,50.0
legs1_segments0_operatingCarrier_code_in_ff,129.0,111.0,111.0,123.0,118.5,129.0,111.0
legs1_segments1_seatsAvailable,121.0,145.0,22.0,186.0,118.5,186.0,22.0
legs1_departureAt_is_weekend,122.0,97.0,141.0,128.0,122.0,141.0,97.0
is_max_duration_cabin_same,51.0,195.0,92.0,151.0,122.25,195.0,51.0
legs0_segments1_duration_rank,31.0,165.0,169.0,126.0,122.75,169.0,31.0
legs0_arrivalAt_is_weekend,147.0,121.0,98.0,127.0,123.25,147.0,98.0
legs1_segments1_duration_rank,168.0,148.0,36.0,171.0,130.75,171.0,36.0
legs1_segments1_baggageAllowance_quantity,130.0,175.0,56.0,181.0,135.5,181.0,56.0
legs0_segments1_aircraft_code,111.0,126.0,140.0,173.0,137.5,173.0,111.0
legs1_segments1_key_view_count_rank,146.0,156.0,152.0,151.0,151.25,156.0,146.0
legs0_segments1_arrivalTo_airport_iata,110.0,172.0,158.0,183.0,155.75,183.0,110.0
legs1_segments1_arrivalTo_airport_iata,174.0,83.0,209.0,190.0,164.0,209.0,83.0
legs1_num_transfers_rank,9.0,5.0,4.0,9999.0,2504.25,9999.0,4.0
legs0_segments0_baggageAllowance_weightMeasurementType,30.0,26.0,27.0,9999.0,2520.5,9999.0,26.0
legs0_segments1_marketingCarrier_code_in_ff,58.0,83.0,50.0,9999.0,2547.5,9999.0,50.0
legs1_segments1_departureFrom_airport_iata,120.0,38.0,71.0,9999.0,2557.0,9999.0,38.0
legs1_segments1_key_view_count,154.0,55.0,23.0,9999.0,2557.75,9999.0,23.0
legs0_segments1_departureFrom_airport_iata,66.0,170.0,14.0,9999.0,2562.25,9999.0,14.0
legs0_segments1_marketingCarrier_code,68.0,36.0,200.0,9999.0,2575.75,9999.0,36.0
is_popular_route,55.0,168.0,101.0,9999.0,2580.75,9999.0,55.0
legs0_segments1_operatingCarrier_code,124.0,76.0,129.0,9999.0,2582.0,9999.0,76.0
legs1_segments1_cabinClass,9.0,203.0,167.0,9999.0,2594.5,9999.0,9.0
legs1_segments1_operatingCarrier_code,115.0,71.0,196.0,9999.0,2595.25,9999.0,71.0
legs1_segments1_marketingCarrier_code_in_ff,193.0,74.0,202.0,9999.0,2617.0,9999.0,74.0
legs1_segments1_operatingCarrier_code_in_ff,199.0,75.0,203.0,9999.0,2619.0,9999.0,75.0
legs0_segments1_operatingCarrier_code_in_ff,175.0,158.0,196.0,9999.0,2632.0,9999.0,158.0
legs1_segments1_arrivalTo_airport_city_iata,163.0,195.0,192.0,9999.0,2637.25,9999.0,163.0
legs0_segments2_flightNumber,202.0,204.0,186.0,9999.0,2647.75,9999.0,186.0
legs1_is_direct,12.0,22.0,9999.0,9999.0,5008.0,9999.0,12.0
legs0_segments1_cabinClass,49.0,9999.0,18.0,9999.0,5016.25,9999.0,18.0
legs0_is_direct,43.0,9999.0,9999.0,31.0,5018.0,9999.0,31.0
legs0_segments1_baggageAllowance_weightMeasurementType,60.0,40.0,9999.0,9999.0,5024.5,9999.0,40.0
legs0_segments2_duration_rank,127.0,58.0,9999.0,9999.0,5045.75,9999.0,58.0
legs1_segments1_marketingCarrier_code,22.0,185.0,9999.0,9999.0,5051.25,9999.0,22.0
legs1_segments1_baggageAllowance_weightMeasurementType,190.0,9999.0,25.0,9999.0,5053.25,9999.0,25.0
legs1_segments2_duration_rank,144.0,9999.0,200.0,9999.0,5085.5,9999.0,144.0
legs0_segments2_aircraft_code,149.0,9999.0,206.0,9999.0,5088.25,9999.0,149.0
legs1_segments2_baggageAllowance_quantity,220.0,9999.0,192.0,9999.0,5102.5,9999.0,192.0
legs1_segments2_duration,217.0,9999.0,199.0,9999.0,5103.5,9999.0,199.0
legs1_segments2_departureFrom_airport_iata,235.0,9999.0,186.0,9999.0,5104.75,9999.0,186.0
legs0_num_transfers,14.0,9999.0,9999.0,9999.0,7502.75,9999.0,14.0
legs0_all_segments_carrier_same,23.0,9999.0,9999.0,9999.0,7505.0,9999.0,23.0
legs0_segments2_key_view_count_rank,38.0,9999.0,9999.0,9999.0,7508.75,9999.0,38.0
legs0_segments2_duration,45.0,9999.0,9999.0,9999.0,7510.5,9999.0,45.0
legs0_segments2_baggageAllowance_weightMeasurementType,73.0,9999.0,9999.0,9999.0,7517.5,9999.0,73.0
legs0_segments2_marketingCarrier_code,75.0,9999.0,9999.0,9999.0,7518.0,9999.0,75.0
legs0_segments2_departureFrom_airport_iata,83.0,9999.0,9999.0,9999.0,7520.0,9999.0,83.0
legs0_segments2_key_view_count,86.0,9999.0,9999.0,9999.0,7520.75,9999.0,86.0
legs0_segments2_arrivalTo_airport_iata,117.0,9999.0,9999.0,9999.0,7528.5,9999.0,117.0
legs0_segments2_operatingCarrier_code_in_ff,144.0,9999.0,9999.0,9999.0,7535.25,9999.0,144.0
legs0_segments2_marketingCarrier_code_in_ff,190.0,9999.0,9999.0,9999.0,7546.75,9999.0,190.0
legs0_segments2_seatsAvailable,208.0,9999.0,9999.0,9999.0,7551.25,9999.0,208.0
legs1_segments2_marketingCarrier_code,9999.0,209.0,9999.0,9999.0,7551.5,9999.0,209.0
legs0_segments2_operatingCarrier_code,215.0,9999.0,9999.0,9999.0,7553.0,9999.0,215.0
legs0_segments2_arrivalTo_airport_city_iata,217.0,9999.0,9999.0,9999.0,7553.5,9999.0,217.0
legs1_segments2_flightNumber,220.0,9999.0,9999.0,9999.0,7554.25,9999.0,220.0
legs0_segments2_cabinClass,222.0,9999.0,9999.0,9999.0,7554.75,9999.0,222.0
legs0_segments2_baggageAllowance_quantity,225.0,9999.0,9999.0,9999.0,7555.5,9999.0,225.0
legs1_segments2_key_view_count_rank,229.0,9999.0,9999.0,9999.0,7556.5,9999.0,229.0
legs1_segments2_operatingCarrier_code,231.0,9999.0,9999.0,9999.0,7557.0,9999.0,231.0
legs1_segments2_key_view_count,234.0,9999.0,9999.0,9999.0,7557.75,9999.0,234.0
legs0_segments3_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_flightNumber,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_cabinClass,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_key_view_count_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_key_view_count,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
bySelf,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
has_corporate_tariff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
is_round_trip,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
pricingInfo_passengerCount,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_arrivalTo_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_baggageAllowance_quantity,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_aircraft_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_all_segments_carrier_same,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_seatsAvailable,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_arrivalTo_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_duration_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_duration,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_departureFrom_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_seatsAvailable,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_aircraft_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_num_transfers,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_cabinClass,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_arrivalTo_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_marketingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_baggageAllowance_quantity,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_operatingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_operatingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_operatingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_cabinClass,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_departureFrom_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_aircraft_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_seatsAvailable,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_marketingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_duration,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_marketingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_duration_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_operatingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_marketingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_flightNumber,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_operatingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_key_view_count_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_marketingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_key_view_count,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
