feature,min_rank_small,min_rank_medium,min_rank_large,min_rank_xlarge,avg_rank,max_rank,min_rank_overall
total_num_transfers,27.0,9.0,8.0,21.0,16.25,27.0,8.0
both_legs_carrier_all_same,21.0,13.0,19.0,13.0,16.5,21.0,13.0
legs0_segments0_cabinClass,17.0,12.0,7.0,33.0,17.25,33.0,7.0
all_view_diff_mean,21.0,14.0,15.0,19.0,17.25,21.0,14.0
log_price,10.0,16.0,19.0,26.0,17.75,26.0,10.0
pricingInfo_isAccessTP,5.0,10.0,13.0,43.0,17.75,43.0,5.0
price_minus_fee,15.0,20.0,20.0,23.0,19.5,23.0,15.0
total_weighted_mean_cabin,12.0,15.0,21.0,31.0,19.75,31.0,12.0
companyID_loo_mean_taxes,19.0,21.0,18.0,22.0,20.0,22.0,18.0
has_access_tp,6.0,16.0,12.0,47.0,20.25,47.0,6.0
total_fees,20.0,26.0,18.0,18.0,20.5,26.0,18.0
companyID_loo_mean_legs0_arrivalAt_hour,22.0,19.0,25.0,20.0,21.5,25.0,19.0
companyID_loo_mean_total_num_transfers,18.0,24.0,27.0,21.0,22.5,27.0,18.0
companyID_loo_mean_legs1_departureAt_hour,25.0,23.0,22.0,25.0,23.75,25.0,22.0
legs1_departureAt_day_period,33.0,24.0,14.0,24.0,23.75,33.0,14.0
duration_ratio,32.0,18.0,16.0,31.0,24.25,32.0,16.0
companyID_loo_mean_cabin_class,24.0,26.0,21.0,27.0,24.5,27.0,21.0
baggage_total,28.0,47.0,24.0,2.0,25.25,47.0,2.0
total_duration,17.0,22.0,16.0,47.0,25.5,47.0,16.0
legs1_departureAt_hour,32.0,33.0,23.0,16.0,26.0,33.0,16.0
legs1_weighted_mean_cabin,11.0,15.0,51.0,27.0,26.0,51.0,11.0
legs1_arrivalAt_day_period,34.0,25.0,42.0,6.0,26.75,42.0,6.0
free_cancel,8.0,61.0,24.0,16.0,27.25,61.0,8.0
tax_rate,23.0,25.0,30.0,33.0,27.75,33.0,23.0
companyID_loo_mean_totalPrice,28.0,22.0,26.0,35.0,27.75,35.0,22.0
companyID_total_occurrences,29.0,27.0,34.0,24.0,28.5,34.0,24.0
legs1_segments0_flightNumber,48.0,37.0,29.0,3.0,29.25,48.0,3.0
companyID_loo_selected_count,26.0,29.0,32.0,30.0,29.25,32.0,26.0
companyID_loo_mean_legs1_arrivalAt_hour,34.0,28.0,28.0,28.0,29.5,34.0,28.0
has_fees,11.0,27.0,55.0,34.0,31.75,55.0,11.0
companyID_loo_mean_legs1_duration,36.0,30.0,31.0,32.0,32.25,36.0,30.0
companyID_loo_mean_legs0_duration,38.0,32.0,35.0,34.0,34.75,38.0,32.0
legs1_segments0_baggageAllowance_quantity,69.0,38.0,29.0,4.0,35.0,69.0,4.0
legs1_arrivalAt_hour,49.0,36.0,33.0,22.0,35.0,49.0,22.0
is_popular_route,56.0,40.0,7.0,37.0,35.0,56.0,7.0
legs1_segments0_marketingCarrier_code,40.0,37.0,41.0,26.0,36.0,41.0,26.0
leg1_view_diff_mean,63.0,41.0,24.0,17.0,36.25,63.0,17.0
legs0_duration,23.0,43.0,36.0,45.0,36.75,45.0,23.0
legs0_segments0_operatingCarrier_code_in_ff,18.0,33.0,17.0,79.0,36.75,79.0,17.0
group_size_log,45.0,31.0,36.0,36.0,37.0,45.0,31.0
legs0_segments0_seatsAvailable,42.0,34.0,37.0,37.0,37.5,42.0,34.0
has_baggage,25.0,35.0,25.0,67.0,38.0,67.0,25.0
legs1_main_carrier,45.0,36.0,34.0,40.0,38.75,45.0,34.0
legs1_mean_cabin,9.0,14.0,113.0,19.0,38.75,113.0,9.0
unmatched_duration_rank,41.0,35.0,38.0,43.0,39.25,43.0,35.0
totalPrice,39.0,38.0,41.0,40.0,39.5,41.0,38.0
legs1_duration,27.0,31.0,31.0,70.0,39.75,70.0,27.0
corporateTariffCode,26.0,47.0,43.0,44.0,40.0,47.0,26.0
isVip,25.0,45.0,42.0,52.0,41.0,52.0,25.0
carrier1_pop,43.0,64.0,39.0,23.0,42.25,64.0,23.0
isAccess3D,10.0,28.0,66.0,68.0,43.0,68.0,10.0
days_between_departure_arrival,50.0,45.0,40.0,38.0,43.25,50.0,38.0
total_duration_rank,50.0,40.0,42.0,42.0,43.5,50.0,40.0
all_flight_view_count_rank,58.0,39.0,39.0,39.0,43.75,58.0,39.0
legs0_segments0_aircraft_code,43.0,44.0,45.0,45.0,44.25,45.0,43.0
miniRules1_monetaryAmount,19.0,58.0,53.0,48.0,44.5,58.0,19.0
legs1_max_duration_cabin,29.0,55.0,70.0,25.0,44.75,70.0,25.0
unmatched_duration,30.0,48.0,51.0,50.0,44.75,51.0,30.0
taxes,37.0,42.0,46.0,59.0,46.0,59.0,37.0
legs0_segments0_key_view_count,41.0,58.0,17.0,69.0,46.25,69.0,17.0
legs0_departureAt_day_period,76.0,62.0,27.0,21.0,46.5,76.0,21.0
leg0_flight_view_count,27.0,39.0,30.0,92.0,47.0,92.0,27.0
legs0_segments1_key_view_count_rank,15.0,21.0,143.0,11.0,47.5,143.0,11.0
miniRules0_monetaryAmount,43.0,83.0,41.0,24.0,47.75,83.0,24.0
leg1_flight_view_count,67.0,46.0,38.0,41.0,48.0,67.0,38.0
legs0_departureAt_weekday,55.0,46.0,47.0,46.0,48.5,55.0,46.0
legs0_departureAt_business_time,86.0,72.0,20.0,20.0,49.5,86.0,20.0
all_flight_view_count,31.0,57.0,60.0,53.0,50.25,60.0,31.0
total_fees_rank,60.0,69.0,37.0,37.0,50.75,69.0,37.0
legs0_arrivalAt_weekday,56.0,50.0,49.0,48.0,50.75,56.0,48.0
miniRules0_statusInfos,38.0,60.0,79.0,30.0,51.75,79.0,30.0
legs0_duration_rank,54.0,51.0,50.0,52.0,51.75,54.0,50.0
legs1_segments0_key_view_count,64.0,60.0,26.0,58.0,52.0,64.0,26.0
is_major_carrier,9.0,42.0,146.0,12.0,52.25,146.0,9.0
legs0_segments0_duration_rank,54.0,49.0,48.0,60.0,52.75,60.0,48.0
carrier0_pop,48.0,86.0,59.0,18.0,52.75,86.0,18.0
legs1_segments0_duration,72.0,67.0,43.0,30.0,53.0,72.0,30.0
legs0_arrivalAt_day_period,69.0,77.0,35.0,32.0,53.25,77.0,32.0
legs1_segments0_operatingCarrier_code,66.0,34.0,43.0,71.0,53.5,71.0,34.0
total_duration_fastest,14.0,21.0,47.0,133.0,53.75,133.0,14.0
legs0_segments0_duration,40.0,54.0,62.0,63.0,54.75,63.0,40.0
legs1_segments0_seatsAvailable,71.0,55.0,53.0,41.0,55.0,71.0,41.0
legs1_departureAt_business_time,76.0,32.0,28.0,86.0,55.5,86.0,28.0
leg1_view_norm,76.0,47.0,49.0,50.0,55.5,76.0,47.0
searchRoute,33.0,52.0,67.0,70.0,55.5,70.0,33.0
miniRules1_statusInfos,40.0,54.0,73.0,59.0,56.5,73.0,40.0
carrier_pop_product,73.0,92.0,49.0,12.0,56.5,92.0,12.0
legs1_segments0_cabinClass,39.0,36.0,87.0,64.0,56.5,87.0,36.0
legs1_duration_rank,46.0,72.0,55.0,57.0,57.5,72.0,46.0
all_view_norm,47.0,76.0,56.0,51.0,57.5,76.0,47.0
legs1_segments0_aircraft_code,68.0,59.0,52.0,56.0,58.75,68.0,52.0
legs0_main_carrier,64.0,66.0,50.0,60.0,60.0,66.0,50.0
legs0_segments1_cabinClass,51.0,10.0,18.0,162.0,60.25,162.0,10.0
legs0_matched_duration_sum_rank,52.0,66.0,61.0,62.0,60.25,66.0,52.0
leg0_flight_view_count_rank,62.0,56.0,57.0,79.0,63.5,79.0,56.0
legs0_segments0_operatingCarrier_code,59.0,69.0,68.0,66.0,65.5,69.0,59.0
legs1_departureAt_weekday,92.0,71.0,56.0,45.0,66.0,92.0,45.0
legs1_segments0_duration_rank,99.0,63.0,54.0,51.0,66.75,99.0,51.0
is_cheapest,23.0,31.0,90.0,128.0,68.0,128.0,23.0
legs0_segments0_key_view_count_rank,66.0,62.0,63.0,81.0,68.0,81.0,62.0
legs0_duration_fastest,21.0,115.0,83.0,56.0,68.75,115.0,21.0
legs0_segments0_marketingCarrier_code,55.0,79.0,64.0,78.0,69.0,79.0,55.0
leg0_view_norm,45.0,73.0,84.0,75.0,69.25,84.0,45.0
legs0_segments1_arrivalTo_airport_city_iata,98.0,35.0,134.0,15.0,70.5,134.0,15.0
legs0_segments0_arrivalTo_airport_iata,52.0,65.0,77.0,94.0,72.0,94.0,52.0
legs1_arrivalAt_weekday,98.0,76.0,71.0,49.0,73.5,98.0,49.0
legs0_segments0_arrivalTo_airport_city_iata,53.0,64.0,77.0,101.0,73.75,101.0,53.0
legs1_matched_duration_sum_rank,83.0,83.0,72.0,58.0,74.0,83.0,58.0
legs0_matched_duration_sum,63.0,82.0,78.0,78.0,75.25,82.0,63.0
all_matched_duration_sum,80.0,80.0,82.0,61.0,75.75,82.0,61.0
is_vip_freq,36.0,49.0,96.0,124.0,76.25,124.0,36.0
legs0_segments0_departureFrom_airport_iata,47.0,68.0,86.0,106.0,76.75,106.0,47.0
legs0_segments0_marketingCarrier_code_in_ff,47.0,75.0,100.0,91.0,78.25,100.0,47.0
legs0_segments1_flightNumber,65.0,71.0,124.0,54.0,78.5,124.0,54.0
legs1_segments0_departureFrom_airport_iata,79.0,78.0,81.0,77.0,78.75,81.0,77.0
legs1_arrivalAt_business_time,62.0,95.0,102.0,57.0,79.0,102.0,57.0
legs1_segments0_arrivalTo_airport_city_iata,96.0,89.0,91.0,51.0,81.75,96.0,51.0
has_frequentFlyer,56.0,84.0,128.0,63.0,82.75,128.0,56.0
legs0_arrivalAt_business_time,91.0,86.0,88.0,68.0,83.25,91.0,68.0
legs1_segments0_key_view_count_rank,117.0,81.0,69.0,74.0,85.25,117.0,69.0
is_legs0_legs1_cabin_same,58.0,37.0,183.0,68.0,86.5,183.0,37.0
leg1_flight_view_count_rank,116.0,87.0,73.0,71.0,86.75,116.0,71.0
n_ff_programs,94.0,92.0,90.0,84.0,90.0,94.0,84.0
legs1_segments0_arrivalTo_airport_iata,100.0,90.0,100.0,76.0,91.5,100.0,76.0
legs0_segments1_duration_rank,28.0,152.0,157.0,31.0,92.0,157.0,28.0
legs1_matched_duration_sum,115.0,100.0,91.0,67.0,93.25,115.0,67.0
sex,103.0,94.0,89.0,91.0,94.25,103.0,89.0
legs1_duration_fastest,80.0,77.0,116.0,111.0,96.0,116.0,77.0
nationality,87.0,119.0,71.0,117.0,98.5,119.0,71.0
legs1_segments1_flightNumber,102.0,32.0,118.0,144.0,99.0,144.0,32.0
legs0_segments1_duration,87.0,127.0,104.0,81.0,99.75,127.0,81.0
legs1_arrivalAt_is_weekend,64.0,136.0,138.0,66.0,101.0,138.0,64.0
legs1_segments1_departureFrom_airport_iata,74.0,172.0,6.0,172.0,106.0,172.0,6.0
legs1_departureAt_is_weekend,114.0,88.0,135.0,100.0,109.25,135.0,88.0
legs1_segments0_operatingCarrier_code_in_ff,109.0,97.0,110.0,121.0,109.25,121.0,97.0
legs1_segments1_duration,138.0,55.0,76.0,169.0,109.5,169.0,55.0
legs1_segments1_aircraft_code,129.0,108.0,89.0,116.0,110.5,129.0,89.0
legs0_segments1_key_view_count,89.0,33.0,153.0,169.0,111.0,169.0,33.0
legs0_segments1_aircraft_code,30.0,134.0,136.0,147.0,111.75,147.0,30.0
legs0_departureAt_is_weekend,144.0,118.0,66.0,120.0,112.0,144.0,66.0
is_max_duration_cabin_same,36.0,179.0,95.0,143.0,113.25,179.0,36.0
legs0_segments1_arrivalTo_airport_iata,93.0,59.0,146.0,171.0,117.25,171.0,59.0
legs0_segments1_baggageAllowance_quantity,44.0,167.0,117.0,151.0,119.75,167.0,44.0
legs1_segments0_marketingCarrier_code_in_ff,172.0,107.0,75.0,148.0,125.5,172.0,75.0
legs1_segments1_baggageAllowance_quantity,178.0,139.0,39.0,165.0,130.25,178.0,39.0
legs0_arrivalAt_is_weekend,137.0,129.0,123.0,141.0,132.5,141.0,123.0
legs1_segments1_key_view_count_rank,136.0,140.0,93.0,178.0,136.75,178.0,93.0
legs1_segments1_duration_rank,111.0,134.0,149.0,165.0,139.75,165.0,111.0
legs0_segments1_seatsAvailable,105.0,156.0,158.0,169.0,147.0,169.0,105.0
companyID_mode_has_transfer,130.0,190.0,178.0,179.0,169.25,190.0,130.0
both_legs_direct,5.0,3.0,9999.0,75.0,2520.5,9999.0,3.0
legs0_segments0_baggageAllowance_weightMeasurementType,34.0,41.0,46.0,9999.0,2530.0,9999.0,34.0
legs1_segments1_operatingCarrier_code,42.0,104.0,122.0,9999.0,2566.75,9999.0,42.0
legs1_segments1_cabinClass,44.0,62.0,190.0,9999.0,2573.75,9999.0,44.0
legs1_segments0_baggageAllowance_weightMeasurementType,156.0,29.0,129.0,9999.0,2578.25,9999.0,29.0
legs1_segments1_key_view_count,132.0,112.0,83.0,9999.0,2581.5,9999.0,83.0
legs0_segments1_baggageAllowance_weightMeasurementType,153.0,157.0,23.0,9999.0,2583.0,9999.0,23.0
legs1_segments1_operatingCarrier_code_in_ff,188.0,61.0,85.0,9999.0,2583.25,9999.0,61.0
legs1_segments1_marketingCarrier_code,55.0,82.0,202.0,9999.0,2584.5,9999.0,55.0
legs1_segments1_seatsAvailable,150.0,150.0,40.0,9999.0,2584.75,9999.0,40.0
legs1_segments1_arrivalTo_airport_city_iata,148.0,34.0,174.0,9999.0,2588.75,9999.0,34.0
legs0_segments1_departureFrom_airport_iata,59.0,121.0,181.0,9999.0,2590.0,9999.0,59.0
legs0_segments1_operatingCarrier_code_in_ff,108.0,163.0,96.0,9999.0,2591.5,9999.0,96.0
legs0_segments1_marketingCarrier_code_in_ff,98.0,102.0,194.0,9999.0,2598.25,9999.0,98.0
legs0_segments1_marketingCarrier_code,53.0,184.0,203.0,9999.0,2609.75,9999.0,53.0
companyID_mode_cabin_class,85.0,176.0,185.0,9999.0,2611.25,9999.0,85.0
legs0_segments1_operatingCarrier_code,92.0,173.0,192.0,9999.0,2614.0,9999.0,92.0
legs1_segments1_arrivalTo_airport_iata,152.0,165.0,176.0,9999.0,2623.0,9999.0,152.0
legs0_segments2_flightNumber,193.0,201.0,175.0,9999.0,2642.0,9999.0,175.0
legs0_num_transfers,31.0,2.0,9999.0,9999.0,5007.75,9999.0,2.0
legs0_is_direct,37.0,9999.0,9999.0,17.0,5013.0,9999.0,17.0
legs1_is_direct,19.0,9999.0,9999.0,108.0,5031.25,9999.0,19.0
legs1_num_transfers,167.0,6.0,9999.0,9999.0,5042.75,9999.0,6.0
legs1_segments2_duration_rank,152.0,29.0,9999.0,9999.0,5044.75,9999.0,29.0
legs1_segments2_marketingCarrier_code,9999.0,18.0,185.0,9999.0,5050.25,9999.0,18.0
legs1_segments2_arrivalTo_airport_iata,9999.0,30.0,186.0,9999.0,5053.5,9999.0,30.0
companyID_mode_transfer_num,79.0,192.0,9999.0,9999.0,5067.25,9999.0,79.0
legs1_segments2_baggageAllowance_quantity,193.0,9999.0,86.0,9999.0,5069.25,9999.0,86.0
legs1_segments1_marketingCarrier_code_in_ff,205.0,93.0,9999.0,9999.0,5074.0,9999.0,93.0
legs1_segments2_departureFrom_airport_iata,153.0,9999.0,183.0,9999.0,5083.5,9999.0,153.0
legs1_segments2_duration,171.0,9999.0,175.0,9999.0,5086.0,9999.0,171.0
legs0_segments2_aircraft_code,176.0,9999.0,184.0,9999.0,5089.5,9999.0,176.0
legs0_segments2_duration,191.0,169.0,9999.0,9999.0,5089.5,9999.0,169.0
legs0_segments2_baggageAllowance_quantity,197.0,9999.0,188.0,9999.0,5095.75,9999.0,188.0
legs1_segments2_seatsAvailable,223.0,9999.0,182.0,9999.0,5100.75,9999.0,182.0
legs0_segments2_arrivalTo_airport_city_iata,30.0,9999.0,9999.0,9999.0,7506.75,9999.0,30.0
legs1_segments2_cabinClass,9999.0,42.0,9999.0,9999.0,7509.75,9999.0,42.0
legs1_segments2_marketingCarrier_code_in_ff,9999.0,9999.0,52.0,9999.0,7512.25,9999.0,52.0
legs1_segments2_operatingCarrier_code_in_ff,9999.0,9999.0,60.0,9999.0,7514.25,9999.0,60.0
legs0_segments2_cabinClass,107.0,9999.0,9999.0,9999.0,7526.0,9999.0,107.0
legs1_segments1_baggageAllowance_weightMeasurementType,120.0,9999.0,9999.0,9999.0,7529.25,9999.0,120.0
legs0_segments2_marketingCarrier_code,145.0,9999.0,9999.0,9999.0,7535.5,9999.0,145.0
legs0_all_segments_carrier_same,156.0,9999.0,9999.0,9999.0,7538.25,9999.0,156.0
legs1_segments2_key_view_count_rank,192.0,9999.0,9999.0,9999.0,7547.25,9999.0,192.0
legs0_segments2_key_view_count_rank,196.0,9999.0,9999.0,9999.0,7548.25,9999.0,196.0
legs0_segments2_operatingCarrier_code,199.0,9999.0,9999.0,9999.0,7549.0,9999.0,199.0
legs0_segments2_departureFrom_airport_iata,199.0,9999.0,9999.0,9999.0,7549.0,9999.0,199.0
legs0_segments2_duration_rank,200.0,9999.0,9999.0,9999.0,7549.25,9999.0,200.0
legs0_segments2_arrivalTo_airport_iata,201.0,9999.0,9999.0,9999.0,7549.5,9999.0,201.0
legs0_segments2_key_view_count,206.0,9999.0,9999.0,9999.0,7550.75,9999.0,206.0
legs0_segments2_seatsAvailable,209.0,9999.0,9999.0,9999.0,7551.5,9999.0,209.0
legs0_segments2_operatingCarrier_code_in_ff,211.0,9999.0,9999.0,9999.0,7552.0,9999.0,211.0
legs1_segments2_key_view_count,211.0,9999.0,9999.0,9999.0,7552.0,9999.0,211.0
legs1_segments2_flightNumber,213.0,9999.0,9999.0,9999.0,7552.5,9999.0,213.0
legs0_segments2_marketingCarrier_code_in_ff,216.0,9999.0,9999.0,9999.0,7553.25,9999.0,216.0
legs0_segments2_baggageAllowance_weightMeasurementType,218.0,9999.0,9999.0,9999.0,7553.75,9999.0,218.0
legs1_all_segments_carrier_same,227.0,9999.0,9999.0,9999.0,7556.0,9999.0,227.0
legs0_segments3_key_view_count,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_marketingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_duration_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_duration,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_departureFrom_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_key_view_count_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
has_corporate_tariff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
is_round_trip,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
pricingInfo_passengerCount,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_aircraft_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_arrivalTo_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_baggageAllowance_quantity,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_cabinClass,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_aircraft_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_aircraft_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_arrivalTo_airport_city_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_arrivalTo_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments2_operatingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_baggageAllowance_quantity,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_baggageAllowance_weightMeasurementType,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
bySelf,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_marketingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_operatingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_operatingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_seatsAvailable,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_cabinClass,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_departureFrom_airport_iata,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_duration,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_duration_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_flightNumber,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_key_view_count,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_key_view_count_rank,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_marketingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs0_segments3_flightNumber,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_marketingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_operatingCarrier_code,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_operatingCarrier_code_in_ff,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
legs1_segments3_seatsAvailable,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
